WinRate,ImbVolume,ImbRatio,AdvDetection,PATIMachineLearningInputsV2-P1-BollingerDiff,PATIMachineLearningInputsV2-P1-MovingAvgDiff,PATIMachineLearningInputsV2-P1-VolumeSpeedPerSecond,PATIMachineLearningInputsV2-P1-StdDevBB,PATIMachineLearningInputsV2-P1-TimeOfDay,ReverseStrength-P2-ReverseStrengthLine,ReverseStrength-P3-ReverseStrengthLine
0.73,97,2.03,94,6.25,2.79,50.04,1.5,161757.04,5652.28,5655.7
0.73,49,2.04,47,5.6,4.8,118.04,1.7,194524.04,5467.17,5474.19
0.73,57,2.04,55,3.4,4.29,79.03,2.01,140230.03,5658.01,5662.6
0.73,33,2.06,31,23.47,3,22.05,3.06,220537.05,5446.6,5463.8
0.73,34,2.06,32,6.07,3,2.2,1.8,5438.2,5597.8,5605.4
0.73,38,2.06,36,4.6,1.2,74.01,1.38,192119.01,5468.22,5475.8
0.73,337,2.06,317,6.68,2.75,37.01,1.22,161729.01,5652,5655.39
0.73,31,2.07,29,8,2.04,2.6,2.03,15424.6,5712.03,5718.06
0.73,192,2.08,178,5.8,2.8,17.03,1.35,161909.03,5652.4,5655.8
0.73,33,2.1,30,7.35,1.3,2.04,1.65,15424.04,5711.2,5717.5
0.73,34,2.1,31,14.5,5.3,3.02,5.3,11543.02,5446.3,5456.3
0.73,66,2.1,60,4.75,4.19,124.02,2.33,194124.02,5585.9,5590.86
0.73,30,2.11,27,5.03,1.9,3.09,1.9,92121.09,5640.02,5645.01
0.73,31,2.11,28,13.78,11.01,3.07,4.5,23459.07,5476.7,5489.01
0.73,88,2.11,79,14.01,3.05,2.08,3.06,235328.08,5626.6,5634.6
0.73,109,2.11,98,9.1,1.9,4.01,4.09,104151.01,5683.8,5690.3
0.73,54,2.12,48,25.6,5.08,3.3,9.9,1642.3,5493.04,5505.5
0.73,35,2.13,31,7.83,2.5,81.02,1.96,135248.02,5601.5,5605.35
0.73,25,2.14,22,16.34,1.44,47.03,6.74,123200.03,5587.78,5601.4
0.73,61,2.15,53,2,1.9,4.09,2.02,202724.09,5618.6,5620.6
0.73,29,2.16,25,29.09,4.4,11.08,5.7,220758.08,5449.02,5466.09
0.73,57,2.16,49,2.5,2.06,46.01,0.86,141345.01,5692.8,5696.74
0.73,40,2.18,34,5.9,5.05,2.2,3.02,13911.2,5645.03,5653.02
0.73,49,2.2,41,11.03,3.1,2.09,2.9,233100.09,5640.01,5648.01
0.73,66,2.2,55,6.09,2.6,72.01,1.33,144101.01,5697,5702.5
0.73,90,2.23,73,2.02,1.9,6.08,2,202023.08,5618.06,5620.49
0.73,31,2.24,25,14.1,5.1,3.9,4.02,33450.9,5581.04,5592.09
0.73,91,2.25,73,2.05,2.02,6.2,2.03,202023.2,5618.09,5620.7
0.73,29,2.26,23,9.02,5.03,2.3,3.6,35603.3,5582.06,5592.9
0.73,34,2.26,27,3.99,2.96,69.05,2.27,171603.05,5546.8,5551.16
0.73,34,2.26,27,6.06,1.02,74.05,1.96,140758.05,5508.4,5513.8
0.73,49,2.26,39,3.45,1.69,25.02,1.26,185913.02,5640.3,5644.27
0.73,54,2.26,43,9.99,1.3,20.04,2.4,220126.04,5445.56,5458.67
0.73,31,2.29,24,3.07,1.4,41.01,1.22,140354.01,5638.3,5642.18
0.73,73,2.3,56,7.72,1.42,31.01,1.49,144351.01,5593.77,5599.01
0.73,63,2.31,48,5.25,0.39,48.02,0.93,174859.02,5695.6,5700.5
0.73,71,2.31,54,4.83,1.13,132.02,1,135354.02,5699.87,5705
0.73,82,2.32,62,4.46,1.01,95.02,1.65,143657.02,5693.28,5698.64
0.73,28,2.33,21,7.02,5.9,5.09,4.04,105051.09,5521,5527.03
0.73,56,2.33,42,4.84,3.86,7.02,1.88,122241.02,5640.43,5644.3
0.73,43,2.34,32,9.03,4.09,2.3,2.06,11526.3,5482.2,5490.01
0.73,31,2.35,23,7.03,2.1,5.05,2.09,205959.05,5501.02,5506.09
0.73,60,2.36,44,4.03,2.6,50.02,1.43,151933.02,5684.05,5687.06
0.73,39,2.39,28,5.5,1.02,71.05,2.01,135154.05,5515.02,5521.5
0.73,86,2.43,60,5.03,4.03,2.6,3.2,20454.6,5687.07,5693.05
0.73,36,2.44,25,6.9,4.34,124.02,3.14,151336.02,5486.79,5492.34
0.73,78,2.44,54,4.17,0.7,19.01,0.82,180705.01,5697.85,5702.36
0.73,68,2.45,47,9.07,4.07,5.1,3.04,102135.1,5555.07,5563.01
0.73,50,2.47,34,4.9,3,33.05,1.9,163358.05,5509.4,5516.01
0.73,66,2.47,45,6.01,2.69,49.03,1.1,183237.03,5644.56,5650.5
0.73,113,2.47,77,7.02,4.9,3.06,5.03,33637.06,5632.4,5638.5
0.73,55,2.49,37,9.9,5.6,6.3,3.05,64800.3,5651.8,5659.01
0.73,27,2.5,18,5.4,3.78,6.07,2.8,90703.07,5567.9,5575.03
0.73,96,2.5,64,6.66,2.88,4.04,1.18,81658.04,5633.8,5639.25
0.73,41,2.52,27,5.01,4.3,52.05,1.9,153153.05,5578.87,5582.86
0.73,50,2.52,33,4.9,3.9,2.2,3.07,20454.2,5687.03,5693.01
0.73,73,2.52,48,9,5.01,2.1,3.4,35603.1,5582.04,5592.7
0.73,26,2.53,17,11.4,0.6,4.02,5.07,84623.02,5646.73,5653.49
0.73,55,2.53,36,3.79,3.01,2.05,1.97,53929.05,5612.07,5616.8
0.73,39,2.56,25,14.3,5.1,3,5.1,11543,5446.1,5456.1
0.73,92,2.56,59,1.96,1.03,10.05,1.3,182213.05,5623.4,5626.2
0.73,95,2.56,61,2.66,3.28,99.04,0.9,141541.04,5549.16,5552.99
0.73,128,2.56,82,25.8,5.1,3.5,10.01,1642.5,5493.06,5505.7
0.73,99,2.6,62,4.8,4.2,2.02,3.6,53628.02,5689.6,5694.3
0.73,45,2.61,28,5.35,0.46,23.01,1.03,173408.01,5620.15,5624.16
0.73,74,2.61,46,6.5,8.4,5.06,6.7,60034.06,5519.3,5528.02
0.73,42,2.62,26,3.42,0.62,3.01,0.59,858.01,5630.6,5634.09
0.73,31,2.63,19,12.27,6.4,12.05,6.7,222132.05,5455.5,5470.77
0.73,33,2.65,20,3.46,0.49,25.01,1.75,142735.01,5591.38,5596.38
0.73,43,2.65,26,3.67,2.09,26.01,1.29,153421.01,5601.69,5606.24
0.73,101,2.66,61,1.14,1.37,22.03,1.48,191747.03,5617.57,5619.96
0.73,45,2.67,27,5.17,2.78,4.02,1.6,74424.02,5632.38,5638.88
0.73,77,2.67,46,3.05,5.27,52.01,1.29,173943.01,5695.04,5698.2
0.73,179,2.69,106,8.3,4,33.04,1.58,165402.04,5516.4,5521.29
0.73,90,2.7,53,3.5,0.7,3.09,1.03,858.09,5631.04,5634.8
0.73,129,2.7,76,4.93,0.2,183.01,2.87,195706.01,5470.78,5477.88
0.73,71,2.73,41,5.98,3.46,41.04,1.57,170314.04,5519.5,5524.98
0.73,32,2.78,18,5.66,0.9,2.04,1.4,221347.04,5606.06,5611.28
0.73,34,2.79,19,7.55,0.9,1.03,1.5,10103.03,5711.67,5718.66
0.73,43,2.79,24,4.9,5.2,28.04,3.5,165820.04,5592.9,5597.9
0.73,54,2.8,30,7.06,1.01,3.3,2.03,81719.3,5637.7,5643.05
0.73,72,2.8,40,7.72,6.35,88.01,1.75,183349.01,5360.56,5369
0.73,108,2.8,60,5.03,2.04,3.1,2.05,91400.1,5640.01,5645.02
0.73,29,2.81,16,3.49,2.06,97.01,1.17,150330.01,5479.82,5484.2
0.73,29,2.81,16,11.02,10.7,4.08,4.6,22339.08,5474.8,5487.39
0.73,62,2.82,34,21.8,5.2,3.08,9.7,2906.08,5493.03,5504.6
0.73,55,2.83,30,3.01,3.04,2.06,1.3,85307.06,5634.19,5640.03
0.73,54,2.86,29,29,5.02,13.07,5.89,220919.07,5449.19,5467.5
0.73,62,2.88,33,4.04,2.01,1.09,0.8,230114.09,5625.9,5630.09
0.73,92,2.88,49,5.8,4.05,2.6,3.07,230.6,5641.09,5649.05
0.73,113,2.92,59,6.23,4.8,6.02,1.8,81304.02,5678.45,5684.15
0.73,70,2.94,36,4.87,1.9,70.02,1.01,141446.02,5692.35,5696.44
0.73,74,2.95,38,5.49,5.55,2.04,1.48,91044.04,5681.87,5686.75
0.73,308,2.96,157,2.79,2.8,77.04,0.76,142126.04,5665.2,5668.66
0.73,34,3,17,10.8,8.05,4.5,8,32118.5,5483.06,5494.02
0.73,50,3,25,5.8,0.9,8.03,1.07,202156.03,5634.06,5638.37
0.73,49,3.04,24,8.98,3.89,5.01,2.5,102135.01,5554.8,5562.2
0.73,25,3.08,12,6.98,1.02,52.05,2.37,144131.05,5501.3,5507.5
0.73,30,3.14,14,4.04,0.86,66.03,1.8,152249.03,5483,5489.27
0.73,67,3.16,31,5.02,2.09,7.2,1.06,201943.2,5497.04,5502.01
0.73,54,3.25,24,6.04,6.07,4.4,3.06,100324.4,5671.6,5679
0.73,75,3.27,33,2.78,3.8,32.01,1.88,165758.01,5517.88,5522.26
0.73,37,3.31,16,9.96,1.6,2.04,3.35,44911.04,5555.9,5567.6
0.73,28,3.33,12,6,0.9,231.07,0.98,123010.07,5587.05,5595.6
0.73,87,3.35,37,3.48,0.68,3.07,1.01,858.07,5631.02,5634.6
0.73,93,3.38,39,6.78,1.38,17.01,1.09,204423.01,5593.75,5599.38
0.73,110,3.39,46,3.86,1.65,32.03,2.44,184803.03,5686.8,5690.75
0.73,48,3.4,20,28.9,5.01,13.06,5.88,220919.06,5449.18,5467.4
0.73,46,3.42,19,8.3,4.3,8.7,2.6,2210.7,5480.08,5489.06
0.73,100,3.44,41,24.8,4.1,2.5,9.01,1641.5,5492.06,5504.7
0.73,103,3.45,42,7.7,4.2,83.05,1.4,161356.05,5507.79,5513.9
0.73,32,3.46,13,4.6,0.8,40.04,1.2,193235.04,5606.75,5612.03
0.73,59,3.46,24,29.4,4.8,11.3,6.01,220758.3,5449.06,5466.4
0.73,91,3.46,37,13.8,0.2,17.04,2.02,220116.04,5546.9,5556.7
0.73,198,3.48,80,2.23,1.01,59.01,1.02,200255.01,5618.64,5621.9
0.73,30,3.5,12,10.06,6.8,7.1,3.4,115816.1,5658.2,5665.06
0.73,36,3.57,14,6.68,0.8,4.03,1.02,81935.03,5612.87,5617.69
0.73,44,3.59,17,5.02,1.2,31.01,0.88,143602.01,5593.34,5598.45
0.73,88,3.59,34,4.05,1.74,750.01,0.94,194404.01,5674.54,5677.42
0.73,26,3.6,10,12.01,1.01,4.1,3.03,95806.1,5508.02,5516.9
0.73,78,3.6,30,7.01,2.6,70.03,1.9,134032.03,5691.67,5695.45
0.73,47,3.61,18,5.73,0.06,47.01,1.68,173829.01,5546.4,5551.23
0.73,47,3.61,18,7.04,0.6,30.03,1.04,193956.03,5608.02,5613.74
0.73,87,3.64,33,8.03,0.8,2.08,2,225822.08,5606.7,5612.5
0.73,43,3.69,16,4.6,0.18,19.04,1.01,175406.04,5696.02,5700.97
0.73,43,3.69,16,5.2,3.1,2.04,2.3,54128.04,5600.08,5606.5
0.73,78,3.69,29,11.38,3.08,127.03,2.45,143230.03,5502.47,5509.47
0.73,49,3.72,18,6.37,0.83,43.02,1.4,181035.02,5503.43,5508
0.73,49,3.72,18,5.05,2.09,4.4,1.09,203002.4,5497.08,5502
0.73,117,3.72,43,8.07,3.78,41.02,2.5,183358.02,5686.98,5691.97
0.73,30,3.73,11,5.9,2,47.05,0.97,174601.05,5503.5,5510.4
0.73,52,3.74,19,6.35,0.6,65.03,2.2,144232.03,5502.9,5507.94
0.73,102,3.76,37,4,0.08,60.04,3.49,190659.04,5576.95,5583.98
0.73,28,3.8,10,12.9,5.67,11.06,6.08,73805.06,5580.3,5596.2
0.73,182,3.8,65,1.74,4.7,86.02,1.66,151814.02,5622.7,5626
0.73,26,3.89,9,12.24,6.1,12.02,6.67,222132.02,5455.2,5470.74
0.73,29,3.9,10,4.35,3.13,14.02,3.19,130137.02,5469.47,5476.17
0.73,29,3.9,10,10.06,4.8,12.08,4.01,125200.08,5523.09,5532.4
0.73,38,3.92,13,10.9,6.5,6.04,6.65,222416.04,5455.9,5470.9
0.73,53,4.12,17,8.4,2.01,39.03,1.6,162653.03,5505,5512.55
0.73,54,4.18,17,6.04,3.54,28.01,3.76,130130.01,5683.63,5691
0.73,39,4.25,12,4.03,1.13,255.02,2.78,195806.02,5473.6,5478.97
0.73,36,4.27,11,6.55,6.1,47.02,3.2,155935.02,5504.87,5509.59
0.73,76,4.3,23,5.88,1.07,47.02,2.55,142550.02,5584.9,5589.97
0.73,142,4.3,43,5.38,2.66,14.02,1.47,130818.02,5651.15,5656.33
0.73,40,4.33,12,6.28,0.55,46.03,1.68,191509.03,5466.59,5472.3
0.73,175,4.43,51,4.8,3.04,106.04,1.67,140838.04,5543.89,5548.78
0.73,42,4.5,12,10.4,7.26,4.05,3.01,60613.05,5457.46,5466.6
0.73,212,4.59,59,3.93,1.3,16.02,0.67,184004.02,5668.2,5671.4
0.73,305,4.59,85,2.9,0.4,6.06,0.98,202415.06,5683.47,5685.9
0.73,51,4.64,14,9.2,12.08,3.5,4.04,41244.5,5484.04,5495.06
0.73,33,4.67,9,10.5,10.06,4.05,5,14318.05,5515.09,5527.1
0.73,26,4.71,7,8.02,1.02,35.09,3.4,130209.09,5391.8,5403.02
0.73,35,4.89,9,8.22,8.8,6.01,2.02,92301.01,5476.42,5485.49
0.73,33,5.12,8,11.02,1.04,11.03,2.26,131419.03,5581.14,5588.3
0.73,75,5.17,18,8.05,4.7,4.5,3.09,101728.5,5556.02,5562.2
0.73,42,5.2,10,8.7,13.64,6.03,6.7,62227.03,5502.85,5512.96
0.73,60,5.29,14,7.49,6.58,8.03,1.9,124141.03,5584.59,5589.9
0.73,74,5.35,17,16.04,4.03,2.4,4.04,224233.4,5498.3,5508.01
0.73,120,5.62,26,4.8,3.8,104.04,1.36,143033.04,5458.87,5464.09
0.73,47,5.7,10,6.85,0.19,17.01,6.6,124530.01,5634.55,5643.03
0.73,29,5.83,6,19,2.4,3.04,4,225248.04,5454.45,5469.96
0.73,77,6.13,15,7.5,5.82,18.01,1.6,120218.01,5577.95,5585.22
0.73,67,6.15,13,6,2.4,31.05,1.2,174158.05,5503.01,5509
0.73,119,6.67,21,12,3,7.06,3.3,112211.06,5588.1,5597.29
0.74,33,1.25,132,4.19,0.9,3.06,1.06,65628.06,5632,5635.8
0.74,37,1.25,149,10.23,2.7,226.02,2.13,145028.02,5469.58,5474.68
0.74,52,1.25,206,4.7,2.78,3.05,2,73924.05,5632.46,5639.04
0.74,31,1.26,119,2.4,2.7,20.03,1.02,144737.03,5700,5702.3
0.74,38,1.27,143,7.06,2.02,17.2,2,204423.2,5594.03,5600.02
0.74,40,1.28,141,7,2.43,121.02,1.56,140419.02,5650.56,5656.4
0.74,47,1.28,168,3.94,4.54,25.02,1.35,132506.02,5585.9,5591.05
0.74,67,1.29,229,3.03,3.04,3.3,2.05,103501.3,5636.07,5640.09
0.74,37,1.31,118,3.74,2,48.03,1.02,194610.03,5619.48,5622.88
0.74,58,1.31,187,4.2,5.6,224.02,1.3,161530.02,5515.33,5519.8
0.74,39,1.32,122,6.8,2.05,4.06,0.87,230630.06,5625.06,5631.7
0.74,45,1.34,134,10.22,2.69,226.01,2.12,145028.01,5469.57,5474.67
0.74,108,1.34,317,2.2,1.3,44.02,0.73,135626.02,5642.9,5646.28
0.74,25,1.35,71,5.04,6,8.05,1.59,114459.05,5576.69,5584.01
0.74,44,1.35,126,3.16,0.07,8.01,1.02,130020.01,5633.3,5637.52
0.74,28,1.37,75,3.05,2,1.3,1.02,104834.3,5590.2,5595.04
0.74,61,1.38,159,5.84,1.39,16.01,1.08,172458.01,5609.4,5612.98
0.74,33,1.4,82,7.7,3.78,123.02,2.3,194026.02,5583.6,5589.85
0.74,40,1.4,101,10.25,2.9,226.04,2.15,145028.04,5469.6,5474.7
0.74,26,1.41,64,7.02,8.3,2.6,18.01,23230.6,5579.02,5587.05
0.74,78,1.41,189,3.09,1.9,3.4,1.05,105803.4,5590.07,5595.07
0.74,34,1.42,81,3.6,1.07,2.03,2.06,64705.03,5588.1,5593.09
0.74,62,1.42,148,7.6,3.77,123.01,2.29,194026.01,5583.5,5589.84
0.74,42,1.43,98,3.01,3.02,3.1,2.03,103501.1,5636.05,5640.07
0.74,57,1.45,127,2.98,4.27,52.01,1.89,144337.01,5673.46,5678.09
0.74,26,1.47,55,7.01,8.2,2.5,18,23230.5,5579.01,5587.04
0.74,27,1.48,56,14.4,5.2,3.01,5.2,11543.01,5446.2,5456.2
0.74,37,1.48,77,3.04,3.3,136.01,2.42,145235.01,5472.52,5476.98
0.74,48,1.48,100,7.01,1.7,5.03,1.17,204909.03,5594.17,5599.59
0.74,34,1.49,69,5.7,3.5,4.05,2.1,63003.05,5612.07,5616.9
0.74,39,1.49,79,6.29,5.48,3.03,1.5,90146.03,5681.35,5686.6
0.74,38,1.5,76,2.96,5.8,151.01,1.86,195026.01,5597.68,5603.06
0.74,48,1.51,95,4.3,5.7,3.04,4,25039.04,5648.01,5654.2
0.74,59,1.51,115,4.2,3.25,343.01,0.87,133000.01,5511.49,5516.79
0.74,63,1.51,123,7.6,0.5,7.05,1.17,203005.05,5634.38,5639.6
0.74,43,1.52,83,3.37,2.38,44.02,0.69,154109.02,5602.9,5607.23
0.74,49,1.52,94,5.3,5.5,3.09,2.9,100954.09,5671.6,5679.02
0.74,27,1.53,51,4.47,2.38,37.05,1.46,162000.05,5506.03,5512.48
0.74,30,1.54,56,2.6,2.83,46.02,0.73,153023.02,5624.1,5627.6
0.74,33,1.55,60,5.01,3.02,2.05,2.5,12959.05,5612.3,5617.8
0.74,32,1.56,57,5.26,0.47,73.03,1.8,143059.03,5691.4,5697.27
0.74,57,1.56,102,5.8,3.05,4.2,2.05,74424.2,5633.01,5639.06
0.74,27,1.57,47,16.04,5.75,5.04,2.29,90222.04,5554.8,5562.28
0.74,42,1.57,74,4.7,2.77,2.02,2.29,13945.02,5612.26,5617.29
0.74,36,1.58,62,4.6,2.77,3.04,1.9,73924.04,5632.45,5639.03
0.74,29,1.59,49,7.98,1.85,110.02,1.9,134750.02,5536.7,5542.29
0.74,80,1.59,136,2.03,2.02,4.3,2.05,202724.3,5618.9,5620.9
0.74,26,1.6,43,25.3,5.05,3.09,9.6,1642.09,5493.01,5505.2
0.74,63,1.6,105,4.47,1.5,23.02,1.19,161323.02,5636.59,5639.63
0.74,30,1.61,49,9.69,6.76,60.01,1.75,183247.01,5358,5367.97
0.74,44,1.61,72,10.6,3.65,5.04,2.8,102533.04,5555.01,5562.77
0.74,31,1.62,50,9.1,5.16,6.04,2.88,64800.04,5651.27,5658.75
0.74,32,1.62,52,8.07,6.05,3.5,5.04,42616.5,5585.06,5594
0.74,36,1.62,58,6.2,9.04,1.9,5.4,33610.9,5517.09,5526.3
0.74,33,1.63,52,6.35,3.5,76.02,1.14,173427.02,5347.57,5354.49
0.74,99,1.63,157,5.01,2.02,3.08,2.03,91400.08,5639.9,5645
0.74,36,1.64,56,6.76,5.4,66.04,3.09,124107.04,5698.5,5704.8
0.74,38,1.64,59,4.05,1.15,255.04,2.8,195806.04,5473.8,5478.99
0.74,43,1.64,67,2.03,1.44,28.01,0.97,155057.01,5684.84,5688.09
0.74,83,1.65,127,7.07,2.03,17.3,2.01,204423.3,5594.04,5600.03
0.74,97,1.65,149,3.64,0.7,11.02,0.8,201404.02,5713.7,5717.28
0.74,56,1.66,85,10.08,5.09,8.3,3.05,64438.3,5650.9,5659.05
0.74,32,1.67,48,2.9,2.35,76.01,2.46,135523.01,5650.54,5654.96
0.74,149,1.67,222,2.2,2.2,26.01,0.84,180703.01,5668.39,5671.49
0.74,27,1.69,39,11.76,3.5,70.04,3,192313.04,5472.85,5480.36
0.74,33,1.69,48,5.44,5.53,47.02,2.4,170526.02,5596.24,5601.78
0.74,47,1.7,67,8.3,6.04,15.07,2.01,120340.07,5579.02,5585.4
0.74,64,1.71,90,5.2,5.24,36.03,2.89,170215.03,5594.44,5599.8
0.74,71,1.71,100,13.02,2.3,3.8,3.06,221940.8,5637.8,5646.07
0.74,31,1.72,43,6.09,9.02,1.7,5.2,33610.7,5517.07,5526.1
0.74,33,1.72,46,7.05,0.8,4.1,2.01,82141.1,5637.8,5643.03
0.74,33,1.72,46,9.7,6.77,60.02,1.76,183247.02,5358.01,5367.98
0.74,38,1.73,52,5.6,1.01,103.05,1.67,153107.05,5707.03,5711.8
0.74,40,1.73,55,11.1,8.8,5.07,8.3,32119.07,5483.9,5494.5
0.74,25,1.78,32,15.01,6.6,4.04,1.8,85408.04,5553.7,5562.2
0.74,25,1.78,32,12.08,5.08,2.2,3.4,34524.2,5581.9,5593.01
0.74,38,1.78,49,10.04,1.97,397.01,3.6,195506.01,5467.8,5473.96
0.74,93,1.78,120,2.01,0.24,30.02,1.01,201342.02,5683.89,5686.23
0.74,116,1.78,149,3.68,1.01,11.06,1.02,201404.06,5714.01,5717.5
0.74,38,1.79,48,2.89,1.96,23.01,1.5,144806.01,5595.57,5600.2
0.74,35,1.8,44,2.5,1.47,39.01,0.97,142229.01,5693.01,5696.45
0.74,37,1.8,46,7.05,2.3,5.07,2.2,205959.07,5501.04,5506.2
0.74,108,1.8,135,4.76,0.77,18.04,1.6,201844.04,5368.7,5375.01
0.74,72,1.81,89,2.75,2.18,24.03,1.84,171210.03,5640.4,5644.47
0.74,80,1.81,99,15.04,4.05,4.2,4.05,523.2,5628.06,5636.03
0.74,31,1.82,38,5.22,4.2,184.01,2.44,194424.01,5589.33,5594.4
0.74,32,1.86,37,9.04,7.8,2.5,4.05,50004.5,5455.07,5465.06
0.74,49,1.86,57,2.8,4,32.03,1.9,165758.03,5517.9,5522.28
0.74,61,1.87,70,6,0.4,5.04,1.26,204905.04,5636.15,5640.26
0.74,73,1.87,84,13,2.1,3.6,3.04,221940.6,5637.6,5646.05
0.74,28,1.88,32,4.05,0.84,46.01,1.01,133941.01,5591.87,5595.56
0.74,45,1.88,51,6.7,0.8,2.07,2.01,80032.07,5636.68,5643.18
0.74,87,1.88,99,9.9,2.7,1.06,1.5,232913.06,5626,5632.2
0.74,25,1.89,28,6.69,0.9,4.04,1.03,81935.04,5612.88,5617.7
0.74,56,1.9,62,4.63,5.6,72.02,1.09,161645.02,5515.7,5520.63
0.74,66,1.9,73,7.06,1.09,6.06,3.17,4021.06,5664.9,5674.1
0.74,53,1.91,58,5.1,1.66,31.01,1.72,164001.01,5508.83,5514.28
0.74,60,1.91,66,8.04,5.03,3.3,5.03,44351.3,5634,5639.09
0.74,155,1.91,170,3.7,2.27,30.03,0.44,160749.03,5649.96,5653.15
0.74,55,1.92,60,4.8,5.9,5.09,1.8,114224.09,5576.5,5583.8
0.74,74,1.92,80,5.03,1.09,1.6,2.2,33811.6,5638.04,5643.4
0.74,55,1.93,59,25.7,5.09,3.4,10,1642.4,5493.05,5505.6
0.74,82,1.93,88,5.9,4.06,2.7,3.08,230.7,5641.1,5649.06
0.74,137,1.93,148,2.84,1.03,75.02,0.7,135107.02,5642.53,5645.16
0.74,32,1.94,34,7.02,0.59,4.07,1.8,82141.07,5637.5,5643
0.74,45,1.94,48,5.98,5.85,103.02,1.85,160703.02,5505.8,5510.34
0.74,92,1.94,98,6.06,6.05,6.2,2.01,115219.2,5578.01,5584.7
0.74,179,1.95,188,4.06,3.45,242.03,2,145938.03,5477.69,5483.35
0.74,80,1.96,83,10.06,5.07,8.1,3.03,64438.1,5650.7,5659.03
0.74,35,1.97,36,28.79,4.9,13.04,5.86,220919.04,5449.16,5467.38
0.74,111,1.98,113,4.82,2.84,30.01,0.68,154606.01,5604.25,5608.88
0.74,79,2,79,6.02,6.05,4.2,3.04,100324.2,5671.4,5678.8
0.74,80,2,80,5.05,4.05,2.8,3.4,20454.8,5687.09,5693.07
0.74,37,2.03,36,3.44,1.84,39.03,0.8,145647.03,5701.24,5706.02
0.74,65,2.03,63,5.25,0.46,73.02,1.79,143059.02,5691.3,5697.26
0.74,50,2.04,48,25.1,5.03,3.07,9.4,1642.07,5492.9,5505.09
0.74,122,2.06,115,3.38,2.39,44.03,0.7,154109.03,5603,5607.24
0.74,29,2.07,27,9.38,3.44,84.03,2.01,172044.03,5474.08,5479.29
0.74,28,2.08,26,4.4,7.01,3.07,5.8,63216.07,5518.88,5527.2
0.74,35,2.09,32,3.01,4.6,53.05,2,134245.05,5597,5601.02
0.74,62,2.09,57,7.04,1.07,6.04,3.15,4021.04,5664.88,5674.08
0.74,46,2.15,40,3.14,3.82,43.01,1.39,152516.01,5624.94,5628.29
0.74,44,2.16,38,4.5,2.36,29.05,1.9,145040.05,5597.01,5602.2
0.74,48,2.17,41,5.49,5.88,97.02,1.63,193012.02,5487.06,5492.01
0.74,68,2.17,58,4.8,3.8,2.1,3.06,20454.1,5687.02,5693
0.74,83,2.17,71,4.79,4.02,78.04,1.4,194719.04,5590.4,5595.4
0.74,87,2.18,74,5.06,4.06,2.9,3.5,20454.9,5687.1,5693.08
0.74,107,2.18,91,3.89,3.84,200.01,0.98,195512.01,5683.3,5686.95
0.74,43,2.19,36,5.4,2.5,3.03,2.5,101628.03,5640.2,5646.3
0.74,36,2.2,30,6.25,0.82,22.01,5.9,124149.01,5591.19,5599.2
0.74,35,2.21,29,13.01,1.5,4.04,4.3,43806.04,5478.6,5488.01
0.74,76,2.23,62,3.58,0.2,39.03,0.9,200350.03,5714.8,5718.8
0.74,26,2.24,21,8.39,5.04,160.05,2.3,153823.05,5348.77,5356.5
0.74,31,2.24,25,14.08,5.06,2.6,5.06,11542.6,5446.06,5456.06
0.74,41,2.24,33,3.76,1.79,50.03,1.7,135656.03,5512.8,5517.8
0.74,88,2.24,71,3.04,3.05,10.01,1.2,130347.01,5622.25,5626.01
0.74,52,2.27,41,5.23,4.3,184.02,2.45,194424.02,5589.34,5594.5
0.74,57,2.3,44,3.85,1.64,32.02,2.43,184803.02,5686.7,5690.74
0.74,46,2.31,35,5.78,2.57,10.03,2.6,132705.03,5692.39,5697
0.74,49,2.32,37,6.8,0.5,5.07,2,80430.07,5637,5643.09
0.74,70,2.32,53,2.74,2.2,494.02,2.4,135029.02,5648,5653
0.74,39,2.34,29,10,3.24,6.02,2.5,103049.02,5555.99,5562.86
0.74,97,2.37,71,7.04,2,5.06,1.2,204909.06,5594.2,5599.8
0.74,36,2.38,26,7.6,5.5,3.7,4.04,40249.7,5582.07,5593.02
0.74,32,2.39,23,6.01,4.6,127.05,2.57,180053.05,5469.89,5476.9
0.74,41,2.41,29,29.08,4.3,11.07,5.6,220758.07,5449.01,5466.08
0.74,28,2.47,19,4.17,1.64,19.02,1.39,125014.02,5647.77,5654.2
0.74,44,2.47,30,28.8,5,13.05,5.87,220919.05,5449.17,5467.39
0.74,34,2.48,23,5.09,3.5,27.05,2.77,123812.05,5689.8,5697.03
0.74,49,2.48,33,4.7,3.7,2.09,3.05,20454.09,5687.01,5692.9
0.74,67,2.49,45,4.03,2.53,25.01,1.32,182955.01,5492.03,5496.07
0.74,29,2.53,19,3.44,3.4,153.03,2.27,142130.03,5447.24,5453.18
0.74,114,2.56,73,6.01,6,6.06,1.6,115219.06,5577.6,5584.2
0.74,71,2.58,45,4.93,4.46,95.02,1.39,151612.02,5620.7,5624.45
0.74,46,2.59,29,5.2,3.98,44.03,1.9,170107.03,5519.02,5524.02
0.74,45,2.61,28,7.16,5.8,37.02,3.27,155749.02,5502.8,5508
0.74,90,2.61,56,5.7,4.5,187.03,2.01,193321.03,5486.47,5492.84
0.74,42,2.62,26,4.85,2.76,43.03,1.35,161800.03,5507.02,5512.44
0.74,41,2.64,25,2.94,0.63,78.02,1.67,135144.02,5662.59,5667.1
