WinRate,ImbVolume,ImbRatio,AdvDetection,PATIMachineLearningInputsV2-P1-BollingerDiff,PATIMachineLearningInputsV2-P1-MovingAvgDiff,PATIMachineLearningInputsV2-P1-VolumeSpeedPerSecond,PATIMachineLearningInputsV2-P1-StdDevBB,PATIMachineLearningInputsV2-P1-TimeOfDay,ReverseStrength-P2-ReverseStrengthLine,ReverseStrength-P3-ReverseStrengthLine
0.67,39,1.78,50,4.79,1.06,1.02,1.4,32559.02,5681.2,5684.68
0.67,39,1.78,50,5.79,0.39,4.02,1.66,203945.02,5635.43,5640.45
0.67,47,1.78,60,4.7,1.87,65.04,2.18,134926.04,5647.8,5652.01
0.67,47,1.78,60,13.3,2.09,9.9,5.08,205510.9,5455.4,5469.04
0.67,89,1.78,114,5.3,3.1,2.8,3.07,13945.8,5613.04,5618.07
0.67,27,1.79,34,4.07,3.2,2.6,2.07,53929.6,5612.8,5617.08
0.67,50,1.79,63,6,2.03,5.4,2.02,203356.4,5500.04,5505.06
0.67,90,1.79,114,5.5,3.3,3,3.09,13946,5613.06,5618.09
0.67,33,1.8,41,6.08,3.1,1.8,3.07,53004.8,5671.2,5677.6
0.67,36,1.8,45,3.05,1.08,1.8,2.08,42813.8,5588.1,5593.05
0.67,66,1.8,83,5.01,0.9,2.4,2.01,62954.4,5682.06,5686.04
0.67,68,1.8,85,6.59,1.05,110.01,1.05,144131.01,5460.67,5468.32
0.67,87,1.8,109,3.07,1.2,3.02,1.2,222138.02,5684.6,5687.03
0.67,90,1.8,113,3.17,2.07,11.02,2.5,201656.02,5682.6,5685.99
0.67,105,1.8,132,9.01,1.64,74.02,2.18,134815.02,5646.43,5651.49
0.67,54,1.81,67,6.06,0.9,1.09,3,24700.09,5588,5592.05
0.67,27,1.82,33,6.38,1.58,46.01,1.07,180338.01,5463.78,5468.27
0.67,32,1.82,39,13.01,8.06,8.1,2.04,81952.1,5467.9,5477.4
0.67,36,1.82,44,3.75,1.73,28.01,1.17,153258.01,5684.3,5687.73
0.67,41,1.82,50,8.3,2.7,3.05,3.8,14951.05,5668.6,5675.9
0.67,51,1.82,62,7.05,5.2,2.8,4.01,41556.8,5583.07,5593.01
0.67,70,1.82,85,10.45,1.78,55.02,2.5,165726.02,5678.15,5683.68
0.67,283,1.82,345,2.88,0.98,194.02,1.29,195918.02,5623.35,5626.6
0.67,30,1.83,36,3.64,3.53,21.01,1.36,164000.01,5658.83,5662.69
0.67,40,1.83,48,13.27,3.88,29.03,3.44,123333.03,5517.28,5528.05
0.67,55,1.83,66,6.05,0.8,1.08,2.9,24700.08,5587.9,5592.04
0.67,101,1.83,121,6.25,5,6.04,2,81304.04,5678.47,5684.17
0.67,26,1.84,31,10.5,8.03,6.07,2,82559.07,5468,5478.03
0.67,27,1.84,32,8.01,11.1,6,3.05,53331,5487.5,5497.03
0.67,58,1.84,69,8.14,0.37,805.01,2.18,195931.01,5589.18,5594.77
0.67,67,1.84,80,4.4,5.5,8.06,4.04,110302.06,5521.77,5528.8
0.67,81,1.84,97,2.97,0.88,16.03,0.89,171934.03,5608.3,5611.87
0.67,109,1.84,129,4.49,6.1,39.01,1.45,160957.01,5507.38,5512.7
0.67,33,1.85,39,10.85,3.3,15.02,2.73,123619.02,5689.06,5695.7
0.67,35,1.85,41,8.9,6.5,3.08,7.01,223531.08,5458.02,5472.02
0.67,39,1.85,46,4.28,3,87.01,1.3,182308.01,5492.5,5496.68
0.67,40,1.85,47,12.7,5.7,3,4.02,34525,5582.07,5593.09
0.67,56,1.85,66,8.03,5.02,3.09,5.07,21745.09,5633.3,5639.03
0.67,58,1.85,68,7.23,1.8,349.01,1.92,140603.01,5615.96,5620.26
0.67,72,1.85,85,9.4,5.17,5.03,2.03,115130.03,5477.4,5486.18
0.67,84,1.85,99,2.13,0.47,108.02,1.05,200311.02,5684.6,5688.01
0.67,164,1.85,194,4.57,0.4,7.02,0.99,131754.02,5633.59,5637.2
0.67,30,1.86,35,15.08,5.04,3.2,5.01,231725.2,5557.02,5567.05
0.67,37,1.86,43,4.08,5.92,65.01,2.46,162447.01,5514.32,5520.3
0.67,26,1.87,30,7.06,3.8,8.3,4.04,113128.3,5575.7,5584.2
0.67,27,1.87,31,7.2,0.1,5.01,3.72,102404.01,5681.19,5688.34
0.67,27,1.87,31,8.39,4,16.08,3.07,202716.08,5439.89,5451.7
0.67,27,1.87,31,8.3,6.44,3.02,6.68,223531.02,5457.6,5471.87
0.67,34,1.87,39,12.9,1.05,3.4,5.04,61020.4,5489.02,5500.09
0.67,169,1.87,194,4.59,0.6,7.04,1.01,131754.04,5633.7,5637.4
0.67,30,1.88,34,6,4.05,5.09,3.9,114241.09,5576.6,5585.5
0.67,49,1.88,56,10.85,2.23,198.01,3.75,143227.01,5481.7,5489.45
0.67,60,1.88,68,5.89,2.56,38.01,2.7,170121.01,5680.65,5685.2
0.67,107,1.88,121,6.3,5.05,6.09,2.05,81304.09,5678.7,5684.4
0.67,31,1.89,35,3,1.27,3.04,0.78,105803.04,5589.8,5594.8
0.67,123,1.89,138,3.8,0.08,4.07,1.4,204617.07,5666.06,5670.28
0.67,27,1.9,30,3,1.03,1.3,2.03,42813.3,5588.05,5593
0.67,27,1.9,30,2.8,0.59,52.03,1,154757.03,5647.29,5651.58
0.67,155,1.9,173,3.04,1.02,2.3,2.01,103104.3,5592.05,5595.8
0.67,30,1.91,33,4.6,2.14,28.01,1.86,170129.01,5699.48,5703.18
0.67,30,1.91,33,8.07,6.06,4.08,4.6,40250.08,5582.9,5593.4
0.67,31,1.91,34,5.19,1.01,66.04,1.01,135150.04,5699.8,5705.1
0.67,40,1.91,44,10,2.5,3.01,1.64,221509.01,5594.93,5602.53
0.67,73,1.91,80,2.5,2.7,2.05,0.76,113103.05,5636.29,5640.01
0.67,98,1.91,108,7.01,2.02,33.08,1.04,201439.08,5496.9,5501.8
0.67,33,1.92,36,13.03,1.08,4.6,3.04,100236.6,5508.5,5517.07
0.67,27,1.93,29,4.92,2.34,43.01,0.93,181739.01,5554.56,5559.9
0.67,68,1.93,73,2.97,0.13,26.01,0.88,201027.01,5683.9,5686.34
0.67,36,1.95,38,15.08,1.2,5.9,3.4,100930.9,5565.1,5578.03
0.67,53,1.95,56,7.3,4,98.02,2.49,124511.02,5697.24,5703.5
0.67,59,1.95,62,6,2,4.03,1.8,115200.03,5618.5,5622.5
0.67,88,1.95,93,1.74,0.6,21.03,1,201732.03,5683.7,5686.01
0.67,45,1.96,47,11.77,0.95,4.04,2.7,95806.04,5507.6,5516.57
0.67,51,1.96,53,7.3,2.7,57.03,2.44,175753.03,5602.45,5608.4
0.67,79,1.96,82,3.1,2.4,78.06,2.04,135535.06,5667,5671.9
0.67,28,1.97,29,7.43,0.13,84.02,1.96,142214.02,5478.6,5486.73
0.67,29,1.97,30,3.03,1.06,1.6,2.06,42813.6,5588.08,5593.03
0.67,30,1.97,31,2.4,5.6,2.05,1.56,103800.05,5685.17,5688.17
0.67,35,1.97,36,6.02,0.8,74.01,1.92,140758.01,5508.36,5513.49
0.67,36,1.97,37,5.88,0.6,1.06,2.69,31013.06,5588,5592.4
0.67,36,1.97,37,16.49,7.9,15.06,3.48,75006.06,5574.5,5588.18
0.67,40,1.98,41,6.3,2.01,4.01,1.1,12934.01,5632.4,5635.5
0.67,46,1.98,47,8.6,2.48,41.01,1.66,201129.01,5473.1,5479.76
0.67,46,1.98,47,7.01,10.09,4.5,6.01,21405.5,5517.06,5527.04
0.67,60,1.98,61,6.04,0.7,1.07,2.8,24700.07,5587.8,5592.03
0.67,109,1.99,110,5.34,1.68,82.02,2.24,163421.02,5640.33,5645.4
0.67,25,2,25,3.45,0.18,43.02,2.38,185454.02,5546.64,5552.58
0.67,25,2,25,9.83,6.34,10.02,1.94,73503.02,5459.77,5470.39
0.67,27,2,27,6.56,1.78,1.02,2.59,20603.02,5667.67,5675.01
0.67,28,2,28,10.46,1.79,55.03,2.6,165726.03,5678.16,5683.69
0.67,28,2,28,6.86,1.15,86.02,1.36,181135.02,5503.48,5508.87
0.67,33,2,33,4.66,1.4,27.03,1.14,201457.03,5633.5,5637.96
0.67,34,2,34,3.6,3.6,77.04,1.17,153701.04,5576,5581.7
0.67,37,2,37,9.4,8.03,3.4,3.02,62148.4,5459.06,5467.1
0.67,40,2,40,5.47,3.89,62.04,2.35,160105.04,5566.4,5572.03
0.67,81,2.01,80,3.9,0.9,12.05,0.66,201152.05,5713.8,5717.2
0.67,97,2.01,96,1.78,1.5,32.03,0.97,142539.03,5693.89,5696.8
0.67,41,2.02,40,6.09,1.8,3.8,1.07,12933.8,5632.1,5635.2
0.67,56,2.02,55,6.67,5.26,180.02,2.48,192615.02,5478.74,5486.47
0.67,64,2.02,63,13.3,7,7.3,2.05,84909.3,5554.01,5562.04
0.67,67,2.02,66,11.37,6.65,65.03,2.37,124308.03,5379.4,5388.38
0.67,91,2.02,89,5.33,1.67,82.01,2.23,163421.01,5640.32,5645.3
0.67,31,2.03,30,7.05,2.3,4.4,1.03,230630.4,5625.4,5632.04
0.67,31,2.03,30,5.29,0.2,81.06,3.02,141820.06,5480.57,5487.8
0.67,31,2.03,30,2.6,3.37,38.01,2.05,171235.01,5479.5,5484.03
0.67,32,2.03,31,6.19,3.9,2.01,2.84,2746.01,5642.42,5649.18
0.67,33,2.03,32,12.04,3.4,6.06,2.9,60123.06,5431.8,5443.9
0.67,34,2.03,33,10.01,5.01,49.1,3,131814.1,5399.9,5409.09
0.67,36,2.03,35,5.69,2.17,56.05,1.5,192059.05,5453.86,5462.7
0.67,56,2.04,54,6.3,3.01,51.02,1.7,172232.02,5450.93,5457.14
0.67,81,2.04,78,4.66,1.16,3.05,2.88,152542.05,5587.8,5591.01
0.67,42,2.05,40,5.9,0.4,21.04,2.7,184211.04,5610.4,5615.39
0.67,77,2.05,73,6.6,1.97,33.03,0.99,201439.03,5496.49,5501.3
0.67,35,2.06,33,6.18,1.57,44.01,1.25,172615.01,5609.5,5613.57
0.67,35,2.06,33,4.3,3.49,21.06,3,124455.06,5691,5697.03
0.67,37,2.06,35,8.01,2.05,2.7,2.04,15424.7,5712.04,5718.07
0.67,51,2.06,48,3.3,3.78,9.02,1.27,131505.02,5544.6,5549.5
0.67,29,2.07,27,4.6,2.69,2.04,1.9,55339.04,5611.77,5617.2
0.67,31,2.07,29,2.7,1.45,24.01,0.76,163831.01,5638.38,5641.4
0.67,31,2.07,29,2.67,4.45,30.03,0.85,162338.03,5518.06,5521.59
0.67,32,2.07,30,5.2,9.05,2.07,6.03,43855.07,5519.6,5527.07
0.67,118,2.07,110,2.9,0.53,205.02,0.89,133247.02,5547.59,5552.06
0.67,26,2.08,24,16.2,9.01,5.5,4.06,84456.5,5518.04,5525.5
0.67,27,2.08,25,3.08,4.07,1.6,2.09,220306.6,5479.5,5484.04
0.67,28,2.08,26,6.55,1.77,1.01,2.58,20603.01,5667.66,5675
0.67,28,2.08,26,8.5,5.6,3.8,6.5,40532.8,5432.07,5443.04
0.67,25,2.09,23,6.4,0.46,12.03,4.5,70237.03,5471.75,5483.16
0.67,48,2.09,44,8.05,3.9,130.02,3.23,152901.02,5581.69,5586.27
0.67,49,2.09,45,4.29,4,2.04,3,51443.04,5688.8,5693.75
0.67,32,2.1,29,2.98,0.9,2.07,1.6,95347.07,5616,5620.01
0.67,34,2.1,31,3.03,2.3,61.03,1.44,152137.03,5683.55,5686.9
0.67,141,2.1,128,5.1,0.79,34.05,1.7,201508.05,5368.9,5375.58
0.67,31,2.11,28,7.9,4.05,1.06,4.02,50404.06,5632.7,5638.2
0.67,31,2.11,28,11.8,6.02,15.6,6.08,231646.6,5571.02,5585.01
0.67,39,2.11,35,3.38,1.5,34.03,1.94,151137.03,5557.8,5562.59
0.67,41,2.11,37,3.6,0.5,4.03,1.6,95718.03,5591.5,5595.4
0.67,41,2.11,37,3.8,0.7,3.05,1.16,92837.05,5682.2,5685.96
0.67,63,2.11,57,4.19,1.5,1.08,1.01,21749.08,5631.5,5635.9
0.67,88,2.11,79,3.95,0.14,55.01,0.56,195206.01,5630.2,5633.5
0.67,27,2.12,24,9.09,8.02,4.09,5.5,72853.09,5560.8,5569.07
0.67,28,2.12,25,8.2,0.3,14.2,5.4,83519.2,5645.09,5653.3
0.67,29,2.12,26,4.76,2.74,3.02,1.43,63002.02,5611.13,5615.6
0.67,48,2.12,43,8.04,1.06,2.07,1.39,11122.07,5711.5,5718.49
0.67,59,2.13,52,4.3,1.57,31.02,1.56,154148.02,5562.5,5568.94
0.67,25,2.14,22,12.5,4.4,3.03,3.1,224844.03,5685.07,5691.9
0.67,25,2.14,22,5.59,2,6.07,2,34700.07,5709.4,5717.04
0.67,25,2.14,22,3.9,5,2.07,4.8,54103.07,5585.05,5593.01
0.67,25,2.14,22,19.03,0.7,116.07,3.59,125016.07,5385.88,5397.07
0.67,41,2.14,36,5.27,1.2,74.03,1.94,190807.03,5467,5472.96
0.67,48,2.14,42,5.96,4.01,118.04,1.87,142632.04,5454.7,5460.01
0.67,90,2.14,79,6.01,6.04,5.1,1.9,115652.1,5578.3,5584.8
0.67,30,2.15,26,4.5,3.16,55.04,1.07,185955.04,5581.03,5585.99
0.67,30,2.15,26,7.02,3.49,8.08,4,113128.08,5575.39,5584.07
0.67,70,2.15,61,7.35,4.02,85.04,3.03,150241.04,5485.68,5491.8
0.67,37,2.16,32,5.63,1.88,3.01,1.67,115824.01,5618.45,5622.45
0.67,37,2.16,32,5.65,2.57,51.02,1.46,170857.02,5519.25,5524.58
0.67,57,2.16,49,9.5,2.7,3.09,3.01,12302.09,5603.01,5610.1
0.67,93,2.16,80,5.5,5.67,41.03,2.5,170721.03,5597.4,5603
0.67,114,2.16,98,3.03,2.2,13.07,3.02,201445.07,5682.8,5686.06
0.67,27,2.17,23,13.6,0.5,7.1,4.08,221037.1,5460.03,5472.05
0.67,41,2.17,35,4.26,0.4,111.03,1.7,154159.03,5706.6,5710.28
0.67,55,2.17,47,22.05,1.24,8.02,4.3,222724.02,5453.9,5470.1
0.67,157,2.17,134,2.5,6.04,2.1,2.06,105954.1,5685.8,5689.03
0.67,26,2.18,22,6.8,3.7,5.09,2.9,122203.09,5686,5692.01
0.67,26,2.18,22,12.6,4.5,3.04,3.2,224844.04,5685.08,5692
0.67,26,2.18,22,13.4,5.7,4.01,5.3,12335.01,5446.4,5456.6
0.67,33,2.18,28,4.22,0.32,3.01,1.04,72913.01,5587.59,5593.4
0.67,58,2.18,49,5.07,1,19.03,1.59,201622.03,5368.9,5375.6
0.67,59,2.18,50,3.26,2,20.03,1.01,162622.03,5638.4,5641.6
0.67,119,2.18,101,2.9,1.49,13.02,1.17,163902.02,5618.56,5621.47
0.67,25,2.19,21,12.7,5,132.05,2.9,194922.05,5461.09,5467.66
0.67,88,2.19,74,2.65,4.43,30.01,0.83,162338.01,5518.04,5521.57
0.67,42,2.2,35,6.64,0.14,105.03,2.5,194604.03,5463.38,5469.56
0.67,53,2.2,44,9.5,8.04,3.5,3.03,62148.5,5459.07,5467.2
0.67,40,2.21,33,2.39,3.5,23.02,1.48,175846.02,5616.6,5620.05
0.67,40,2.21,33,3.67,1.89,84.03,2.5,142028.03,5506.6,5511.87
0.67,46,2.21,38,6.02,3.38,74.04,1.6,185753.04,5580.02,5586.03
0.67,49,2.22,40,6.5,4.02,1.07,2.99,10211.07,5686.3,5693.04
0.67,62,2.22,51,5.01,0.52,68.01,1.6,134841.01,5662.04,5667.34
0.67,71,2.22,58,3.06,2.01,1.4,1.03,104834.4,5590.3,5595.05
0.67,27,2.23,22,11.02,3.03,3.5,6.4,15944.5,5451,5464.2
0.67,26,2.24,21,7.4,3.9,2.06,3.3,25908.06,5602.04,5610.7
0.67,77,2.24,62,6.89,3.02,6.05,3.7,120530.05,5516.68,5525.02
0.67,71,2.25,57,4.4,1.8,1.2,1.04,21749.2,5631.8,5636.02
0.67,39,2.26,31,10.6,2.01,9.08,3.05,103148.08,5598.05,5609.01
0.67,48,2.26,38,2.68,3.3,17.02,1.4,172201.02,5665.65,5669.49
0.67,48,2.26,38,5,1.03,21.04,1,181156.04,5698.46,5702.77
0.67,49,2.26,39,3.68,4.2,80.02,3.3,150542.02,5488.44,5493.33
0.67,68,2.26,54,4.99,3.79,4.01,2.36,93837.01,5568.37,5575.16
0.67,73,2.26,58,6.17,3.48,135.01,1.58,135150.01,5602.94,5606.46
0.67,28,2.27,22,8.99,8.03,7.06,5.6,73115.06,5560.6,5568.69
0.67,28,2.27,22,4.01,3.3,45.03,1.1,173837.03,5346.3,5353.9
0.67,46,2.28,36,4.56,0.8,11.01,1.57,202039.01,5368.7,5374.9
0.67,50,2.28,39,4,0.8,4.04,1.2,100434.04,5681.9,5685.7
0.67,36,2.29,28,7.5,1.01,106.06,2.01,134734.06,5661.2,5667.04
0.67,62,2.29,48,9.3,5.59,6.01,1.47,110451.01,5575.01,5582.07
0.67,30,2.3,23,4.02,1,4.2,1.03,73245.2,5632.06,5635.7
0.67,57,2.3,44,4.15,4.06,83.03,1.87,144843.03,5603.26,5607.3
0.67,64,2.31,49,6.3,3.9,116.04,2.6,170434.04,5352.6,5360.2
0.67,67,2.31,51,9.04,8.05,3.3,8.08,224640.3,5460,5473.6
0.67,77,2.31,59,7.9,5.5,149.05,1.7,151935.05,5498.7,5502.57
0.67,94,2.31,72,10.86,3.5,10.01,2.49,102734.01,5555.47,5562.76
0.67,25,2.32,19,7.8,3.89,8.02,2.01,2210.02,5479.49,5488.56
0.67,25,2.32,19,3.06,1.4,29.06,1.6,161040.06,5557.9,5562.9
0.67,91,2.32,69,1.75,1.24,28.02,1.2,201040.02,5618.19,5621
0.67,32,2.33,24,11.9,3.19,2.04,2.4,223458.04,5683.6,5690.67
0.67,32,2.33,24,14.78,1.01,17.05,3.01,204120.05,5443,5454.86
0.67,65,2.33,49,5.43,0.8,34.02,0.78,150257.02,5599.19,5603.77
0.67,47,2.34,35,4.09,8.3,1.9,6.06,50159.9,5519.2,5526.4
0.67,95,2.34,71,9.5,5.6,3.05,4.08,35604.05,5582.9,5593.2
0.67,110,2.34,82,5.05,2.05,30.03,1.05,171159.03,5518.58,5524.37
0.67,31,2.35,23,3.44,0.64,3.03,0.7,858.03,5630.8,5634.2
0.67,31,2.35,23,3.67,1.65,8.01,1.09,201838.01,5499.9,5504.17
0.67,60,2.36,44,4.07,1.32,89.01,0.84,140300.01,5696.63,5701.88
0.67,79,2.36,58,4.06,1.07,51.5,1.07,205959.5,5631.03,5634.06
0.67,110,2.36,81,9.03,1.46,31.02,1.99,165628.02,5677.57,5683.01
0.67,41,2.37,30,4.01,1.9,54.08,2.06,191311.08,5466.01,5472.02
0.67,41,2.37,30,6.62,2.52,63.01,1.5,173021.01,5521.69,5526.56
0.67,63,2.37,46,4.09,1.2,4.04,1.8,859.04,5631.9,5635.3
0.67,40,2.38,29,6,2.17,50.02,2.2,172942.02,5352.07,5359.9
0.67,47,2.38,34,3.7,0.7,12.03,0.64,201152.03,5713.6,5717.09
0.67,83,2.38,60,6.2,3.02,3.3,2.6,2309.3,5614.04,5619.1
0.67,39,2.39,28,2.69,1.05,24.01,0.35,193545.01,5627.95,5631.89
0.67,50,2.39,36,4.6,1.2,2.9,2.07,85901.9,5589.1,5595.08
0.67,75,2.39,54,10.01,8.02,4.2,17.02,13038.2,5577.03,5586.03
0.67,38,2.41,27,6.6,1.6,3,3.5,10309,5587.1,5592.4
0.67,34,2.42,24,6.38,3.45,2.04,1.79,64619.04,5673.07,5679.3
0.67,47,2.42,33,4.9,1.4,2.03,3.3,43714.03,5589.1,5593.9
0.67,30,2.43,21,5.63,2.85,38.02,2.69,181434.02,5556.14,5562.78
0.67,135,2.44,94,6.99,1.67,50.04,1.02,150547.04,5601.9,5605.8
0.67,61,2.45,42,5.02,1.08,1.5,2.1,33811.5,5638.03,5643.3
0.67,68,2.45,47,5.8,6.28,50.04,1.6,174951.04,5701.16,5705.38
0.67,93,2.45,64,6.04,2.04,4.07,2.02,115200.07,5618.9,5622.9
0.67,119,2.45,82,2.97,2.05,13.01,2.69,201445.01,5682.47,5686
0.67,123,2.45,85,7.05,3.1,5.9,2.09,204553.9,5684.03,5688.06
0.67,25,2.47,17,8.03,1.05,2.06,1.38,11122.06,5711.4,5718.48
0.67,50,2.47,34,4.2,0.69,8.02,1.33,123840.02,5645.66,5652.59
0.67,66,2.47,45,4.46,1.01,41.03,2.49,175402.03,5606.74,5610.78
0.67,72,2.47,49,7.4,3.29,3.06,2.06,62531.06,5672.37,5678.9
0.67,34,2.48,23,9.02,2,44.05,2.58,191357.05,5573.02,5580.4
0.67,49,2.48,33,3.59,2.28,28.01,0.67,153847.01,5602.44,5606.72
0.67,74,2.48,50,9.2,4.09,3.02,3.3,234060.02,5641.04,5648.9
0.67,102,2.48,69,7.5,3.3,3.07,2.07,62531.07,5672.38,5679
0.67,114,2.48,77,7.03,5,3.07,5.04,33637.07,5632.5,5638.6
0.67,61,2.49,41,4.08,1.1,4.03,1.7,859.03,5631.8,5635.2
0.67,27,2.5,18,5.8,3.18,66.05,1.03,134100.05,5518.9,5523.9
0.67,27,2.5,18,22.18,0.78,445.03,3.6,123016.03,5411.56,5429.74
0.67,30,2.5,20,13,1.7,29.09,7,123253.09,5589.5,5601.9
0.67,30,2.5,20,21.88,1.3,23.05,6.6,70439.05,5591.57,5605.9
0.67,36,2.5,24,6.4,3.47,2.06,1.9,64619.06,5673.09,5679.5
0.67,39,2.5,26,5.34,3.68,4.02,3.3,113921.02,5575.84,5584.69
0.67,48,2.5,32,2.3,1.29,28.02,0.97,190615.02,5616.36,5619.47
0.67,62,2.51,41,3.7,1.58,75.06,1,193615.06,5578.1,5584
0.67,38,2.52,25,2.8,1.25,3.02,0.76,105803.02,5589.78,5594.69
0.67,38,2.52,25,6,2.47,75.05,3.06,162629.05,5368.03,5375.29
0.67,66,2.53,43,3.95,0.2,10.02,1.06,125245.02,5633.58,5637.64
0.67,84,2.53,55,8.01,0.38,12.06,1.58,123248.06,5644.3,5652.5
0.67,34,2.55,22,7.07,1.7,3.3,2.05,85502.3,5639.07,5645
0.67,34,2.55,22,7.77,0.28,77.01,1.8,141550.01,5582.18,5587.02
0.67,34,2.55,22,3.7,2.06,34.04,1.01,183851.04,5491.8,5495.08
0.67,48,2.55,31,6.02,3.7,2.09,3.8,70000.09,5634.01,5639.6
0.67,56,2.56,36,5.84,0.2,1.02,2.65,31013.02,5587.6,5592.09
0.67,80,2.57,51,9.38,2.25,28.01,2.64,165946.01,5679.34,5684.67
0.67,257,2.57,164,7,3.3,21.02,3.15,125737.02,5468.08,5475.67
0.67,30,2.58,19,4.2,3.6,3,2.2,53930,5613.02,5617.3
0.67,30,2.58,19,5.8,2,51.07,2.01,192353.07,5455.03,5461.58
0.67,86,2.59,54,4.37,0.47,7.02,0.63,202121.02,5713.16,5717.9
0.67,176,2.59,111,5.99,0.58,38.02,1.54,195153.02,5609.18,5614.01
0.67,32,2.6,20,4.94,0.25,18.03,1.06,175202.03,5696.1,5701
0.67,127,2.61,79,9.4,5.6,6.02,1.48,110451.02,5575.02,5582.08
0.67,34,2.62,21,8.8,7.47,3.01,16.17,12406.01,5576.4,5585.79
0.67,60,2.62,37,5.5,2.8,25.05,1.1,183725.05,5645.03,5650.9
0.67,138,2.62,85,4.86,0.6,3.04,1,203905.04,5712.98,5718.01
0.67,44,2.63,27,5.02,2.47,1.01,2.53,51233.01,5670.14,5676.64
0.67,57,2.63,35,20.1,4.08,16.02,7.5,71406.02,5585.43,5599.35
0.67,54,2.64,33,4.9,1.9,1.04,1.65,31700.04,5710.3,5717.04
0.67,110,2.64,67,1.68,1.2,6.01,1.3,202023.01,5617.99,5620.42
0.67,28,2.65,17,5.02,0.56,41.04,1.75,173623.04,5546.08,5550.8
0.67,28,2.65,17,16.01,5.02,10.03,4.03,124014.03,5520.56,5530.29
0.67,84,2.65,51,4.19,1.47,14.02,1.97,185457.02,5687.03,5691.56
0.67,25,2.67,15,9.39,2.26,28.02,2.65,165946.02,5679.35,5684.68
0.67,25,2.67,15,6.01,4.07,7.1,3.02,114810.1,5578,5586.02
0.67,30,2.67,18,8.59,4.17,2.03,2,231947.03,5479.8,5487.48
0.67,54,2.69,32,3.43,0.37,28.01,1.02,142550.01,5645,5647.92
0.67,54,2.69,32,3.89,2.69,107.03,2.9,142836.03,5558.06,5562.44
0.67,29,2.71,17,3.09,1.03,3.2,1.04,74053.2,5632.02,5636.02
0.67,188,2.71,110,2.68,0.55,47.02,0.73,134111.02,5640.55,5644.07
0.67,57,2.73,33,7.37,1.5,2.06,1.67,15424.06,5711.4,5717.7
0.67,95,2.73,55,2.65,1.93,63.01,0.76,140734.01,5645.86,5648.68
0.67,33,2.74,19,6.8,1.8,6.01,1.67,115610.01,5556.4,5562.87
0.67,59,2.74,34,7.7,6.03,2.2,1.9,85504.2,5681.7,5687
0.67,148,2.74,85,5.35,1.69,82.03,2.25,163421.03,5640.34,5645.5
0.67,28,2.75,16,2.98,1.45,59.02,1.54,142352.02,5586.05,5591.73
0.67,37,2.76,21,8.1,1.08,2.9,2.1,230424.9,5635.05,5643.4
0.67,39,2.77,22,3.09,1.9,1.4,1.1,41900.4,5632.5,5637.02
0.67,32,2.78,18,6.86,1,70.05,2.01,173405.05,5545.6,5550.7
0.67,48,2.78,27,4.8,1.46,40.02,1.19,141555.02,5618.66,5623.2
0.67,80,2.78,45,4.5,0.8,10.09,0.7,201657.09,5713.09,5717.4
0.67,89,2.78,50,3.2,1.78,22.01,0.84,162713.01,5638.02,5641.22
0.67,137,2.78,77,3.18,2.08,11.03,2.6,201656.03,5682.7,5686
0.67,34,2.79,19,5.8,0.95,31.04,2.4,163216.04,5455.27,5461.25
0.67,84,2.79,47,4.9,4.3,38.02,1.54,162959.02,5657.96,5661.16
0.67,27,2.8,15,1.9,0.34,69.03,0.97,133730.03,5591.5,5594.46
0.67,36,2.8,20,12.88,1.58,29.06,6.88,123253.06,5589.2,5601.6
0.67,36,2.8,20,19.2,5.3,2.9,6.07,231026.9,5570.08,5583.5
0.67,67,2.81,37,2.03,3.44,37.01,1.3,165359.01,5661.17,5664.5
0.67,67,2.81,37,5.6,9.09,2.2,6.07,43855.2,5520,5527.2
0.67,78,2.81,43,2.25,1.03,59.03,1.04,200255.03,5618.66,5622.01
0.67,73,2.82,40,1.4,1.1,23.01,0.59,192521.01,5671.82,5674.04
0.67,93,2.82,51,5.77,1.59,128.02,1.27,153022.02,5645.3,5649
0.67,33,2.83,18,15.6,1.8,7.04,2.2,101613.04,5583.17,5593.56
0.67,55,2.83,30,21.01,2.07,6.8,4.7,356.8,5451.3,5468.7
0.67,35,2.84,19,9.03,5.2,161.06,2.4,194502.06,5564.39,5572.4
0.67,46,2.84,25,7.89,0.6,2.06,1.8,230424.06,5634.3,5643.01
0.67,48,2.85,26,3.25,3.2,17.04,0.86,160301.04,5607.87,5612.4
0.67,61,2.85,33,6.55,0.36,78.02,2.06,142529.02,5510.4,5516.55
0.67,26,2.86,14,11.2,2.8,136.06,2.29,162348.06,5616.67,5623.68
0.67,26,2.86,14,8.3,5.2,8.02,2.15,114727.02,5476.96,5485.95
0.67,41,2.86,22,5.6,2.03,77.02,1.69,182459.02,5606.67,5612.77
0.67,67,2.86,36,5.87,0.5,1.05,2.68,31013.05,5587.9,5592.3
0.67,78,2.86,42,1.5,2.94,33.01,1.66,134249.01,5631.07,5633.47
0.67,36,2.89,19,7.7,0.57,38.01,1.7,171152.01,5601.18,5607.39
0.67,40,2.9,21,7.04,5.03,3.07,3.01,13250.07,5483.1,5490.9
0.67,44,2.91,23,2.3,1.7,14.08,1.01,164419.08,5619.01,5622.06
0.67,61,2.91,32,5.14,1.2,2.02,2.83,154549.02,5587.19,5590.65
