WinRate,ImbVolume,ImbRatio,AdvDetection,PATIMachineLearningInputsV2-P1-BollingerDiff,PATIMachineLearningInputsV2-P1-MovingAvgDiff,PATIMachineLearningInputsV2-P1-VolumeSpeedPerSecond,PATIMachineLearningInputsV2-P1-StdDevBB,PATIMachineLearningInputsV2-P1-TimeOfDay,ReverseStrength-P2-ReverseStrengthLine,ReverseStrength-P3-ReverseStrengthLine
0.66,26,1.9,29,27.59,6.88,102.03,12.68,134049.03,19537.01,19571.24
0.66,28,1.9,31,42.88,3.49,23.02,11.07,175533.02,20026.58,20060.96
0.66,31,1.91,34,34.98,1.7,19.01,11.7,175304.01,20030.78,20066.14
0.66,27,1.93,29,37.7,9.3,3.03,11.6,51739.03,19651.9,19685.06
0.66,28,1.93,30,16.79,12.25,6.03,10.66,124642.03,20616.66,20650
0.66,30,1.94,32,41.03,8.46,39.05,10.7,163926.05,20472.7,20512.03
0.66,34,1.94,36,20.57,12.1,20.03,7.87,192043.03,18926.3,18958.88
0.66,35,1.95,37,43.03,27.9,3.1,7.9,1315.1,19227.04,19263.9
0.66,35,1.95,37,43.7,28.3,4.04,8.3,1316.04,19227.8,19264.3
0.66,37,1.95,39,25,34.8,57.07,6.7,151039.07,18979.8,19011.04
0.66,26,1.96,27,33.06,9.08,2.5,15.01,222510.5,20015.07,20051.6
0.66,40,1.98,41,47.69,27.3,9.02,8.29,132706.02,19904.77,19940.66
0.66,40,1.98,41,34.07,9.16,18.01,5.57,180712.01,19953.6,19987.78
0.66,27,2,27,26.66,21.03,6.04,6.86,104002.04,19838.6,19874
0.66,28,2,28,22.03,0.8,29.06,12.6,153221.06,20102.4,20137.07
0.66,32,2,32,27,6.01,38.06,9.03,144106.06,20133,20167.7
0.66,36,2,36,29.24,26.09,18.03,10.5,162145.03,19271.9,19309.01
0.66,133,2.02,131,26.06,8.5,2.03,5.7,223627.03,20661.07,20692.8
0.66,30,2.03,29,26.03,12.01,4.5,14.02,202222.5,19149.01,19188.03
0.66,35,2.03,34,32.3,9.1,8.3,6.9,123244.3,19896.7,19934.05
0.66,26,2.04,25,30.56,17.34,32.02,9,183056.02,18905.77,18937.19
0.66,36,2.06,34,28.4,9.89,62.06,12.49,133421.06,19243.39,19278.7
0.66,29,2.07,27,46.9,13.03,24.1,13.1,174731.1,19363.3,19401.08
0.66,48,2.07,45,21.9,11,7.04,5.7,181247.04,19961.03,19993.78
0.66,39,2.08,36,41.01,12.06,4.6,9.06,75731.6,19886.1,19916.9
0.66,35,2.09,32,24.8,4.2,23.04,10.01,192804.04,20021.08,20050.69
0.66,36,2.09,33,30.15,9.6,47.03,6.09,134721.03,20205.99,20237.95
0.66,82,2.11,74,34.7,5.9,3.07,6.01,115300.07,19693.7,19730.03
0.66,37,2.12,33,19.26,8,39.04,8.46,143521.04,19257.4,19286.37
0.66,61,2.13,54,27.67,10.01,19.06,5.6,151715.06,19449.01,19479.03
0.66,32,2.14,28,32.02,7.18,51.07,6.3,145606.07,20537.8,20573.8
0.66,33,2.14,29,34.76,20.3,43.03,12.95,134621.03,19316.67,19352.64
0.66,65,2.14,57,24.2,15.7,2.04,11.6,223601.04,20876.8,20913.03
0.66,69,2.15,60,56.22,10.85,57.01,10.79,141855.01,19412.47,19451.12
0.66,35,2.17,30,20.8,15.7,29.07,6.19,160258.07,20469.02,20501.8
0.66,32,2.19,27,24.63,10.4,8.01,4.58,165555.01,19943.79,19975.98
0.66,27,2.23,22,41.05,2.7,24.07,15.4,164403.07,20644.89,20677.03
0.66,27,2.23,22,20.97,4.68,39.01,6.5,135141.01,19117.09,19144.42
0.66,27,2.23,22,20.59,12.3,20.05,7.89,192043.05,18926.5,18958.9
0.66,58,2.23,47,26.95,5.87,38.01,8.8,144106.01,20132.95,20167.47
0.66,35,2.25,28,20.28,13.5,40.04,6.05,134622.04,20205.67,20236.02
0.66,34,2.26,27,52.97,1.49,23.01,9.68,192501.01,20015.01,20046.28
0.66,35,2.3,27,20.78,3.5,47.01,8.25,142018.01,20123.6,20157.29
0.66,25,2.32,19,24.01,0.75,12.02,3.24,184223.02,20036.47,20070
0.66,29,2.32,22,24.02,15.68,33.05,8,191302.05,20457.9,20494
0.66,54,2.32,41,34.2,9.2,18.05,5.7,180712.05,19954,19988
0.66,87,2.34,65,57.83,3.76,129.02,10.3,200008.02,19130.93,19171.74
0.66,31,2.35,23,29.26,26.2,18.05,10.7,162145.05,19272.01,19309.03
0.66,34,2.36,25,25.83,9.35,13.02,6.96,145729.02,19116.94,19150.43
0.66,57,2.36,42,26.09,18,29.3,8.08,190716.3,20456,20488.02
0.66,29,2.38,21,25.05,13.6,38.1,10.01,145002.1,20509.02,20541.01
0.66,29,2.38,21,38.43,5.23,42.01,7.14,160844.01,19836.54,19874.87
0.66,25,2.39,18,27.02,11.79,5.06,7,122543.06,19904.5,19942.4
0.66,25,2.39,18,46.76,34.48,3.04,11.3,4212.04,19249.8,19292.02
0.66,32,2.39,23,25.4,12.7,4.05,9.07,111645.05,20595.98,20629.01
0.66,31,2.41,22,16.01,7.9,19.05,5.02,143212.05,20490.46,20521.7
0.66,30,2.43,21,18.37,20.5,20.04,11.28,163042.04,19294.99,19325.27
0.66,29,2.45,20,32.7,17.18,18.06,9.7,163659.06,19837.03,19871.09
0.66,32,2.45,22,16.2,15.7,3.06,18,1751.06,20035.6,20069.09
0.66,54,2.46,37,58.38,13.06,42.04,10.4,184146.04,19473.7,19516.6
0.66,44,2.47,30,16.74,13.4,24.03,6.6,140709.03,20631.5,20666.5
0.66,36,2.5,24,32.1,9.08,8.1,6.7,123244.1,19896.5,19934.03
0.66,51,2.5,34,33.9,28.04,19.1,8,151349.1,20724.01,20763.08
0.66,68,2.51,45,15.03,17.3,13.09,8.05,191027.09,20458.7,20492.08
0.66,50,2.52,33,24.29,15.6,46.06,14.87,145948.06,19175.6,19208.04
0.66,55,2.53,36,20.52,1.92,25.01,8.39,142410.01,20123.97,20157.57
0.66,48,2.55,31,20.62,6.97,9.01,5.59,172415.01,19257.78,19292.35
0.66,39,2.56,25,16.9,6.5,33.05,9.5,144339.05,19279.9,19307.66
0.66,33,2.57,21,27.2,6.4,20.05,5.1,142728.05,20485.37,20518.02
0.66,27,2.59,17,36.56,12.34,48.03,14.3,151703.03,19786.5,19820.05
0.66,27,2.59,17,48.04,23.5,3.08,10.4,21722.08,19057.9,19092
0.66,35,2.59,22,28.5,4.36,24.03,6.01,192211.03,19208.6,19241.64
0.66,149,2.59,94,63.39,22.18,20.01,12.14,201318.01,18948.89,18988.4
0.66,34,2.62,21,23.9,21.1,23.03,11.18,171945.03,19019.64,19056.8
0.66,56,2.65,34,36.7,1.03,17.1,6.05,200609.1,19872.7,19908.8
0.66,35,2.67,21,29.77,13.46,24.03,8.26,143715.03,19448.2,19481.28
0.66,29,2.71,17,31.87,18.8,20.05,11.02,173045.05,20614.9,20657.02
0.66,30,2.76,17,23.58,6.58,15.06,11,164315.06,20477.19,20515.9
0.66,27,2.8,15,28.53,9.17,24.02,12.19,170609.02,20504.8,20536.09
0.66,49,2.81,27,16.06,4.3,2.9,10.5,33546.9,20393.3,20426.04
0.66,28,2.87,15,18.8,17.2,36.03,7.07,141621.03,20110.8,20145.02
0.66,28,2.87,15,19.4,0.65,25.02,11.9,175051.02,20035.6,20069.55
0.66,28,2.87,15,19.8,3.9,15.05,3.8,193406.05,19985.49,20018.16
0.66,43,2.87,23,57.03,31.03,222.01,9.93,162303.01,19285.03,19328.1
0.66,64,2.88,34,27,5.3,29.06,5,183431.06,20042.7,20074.02
0.66,34,2.89,18,27.46,4.57,6.04,5.4,202545.04,19879.25,19916.37
0.66,38,2.9,20,17.7,13.8,28.04,10.97,154934.04,20073.6,20106.01
0.66,29,2.93,15,26,19.79,44.08,5.8,141736.08,20488.03,20522.59
0.66,39,2.95,20,19.69,18.03,15.06,9.9,163814.06,19839.6,19873
0.66,41,2.95,21,48.09,1.06,8.6,14.03,130047.6,19937.06,19972.05
0.66,41,2.95,21,43.68,19.7,80.01,9.97,153026.01,19252.37,19291.92
0.66,33,3.06,16,21.9,0.94,33.03,8.49,161721.03,19800.14,19832.16
0.66,29,3.07,14,30.16,9.7,47.04,6.1,134721.04,20206,20237.96
0.66,25,3.08,12,32.08,14.2,4.01,9.1,113127.01,19266.2,19304.06
0.66,27,3.08,13,20.46,13.3,5.03,11.58,103358.03,19570.34,19605.5
0.66,34,3.12,16,45.47,8.46,55.04,5.3,143204.04,19432.3,19465.2
0.66,73,3.15,34,38.03,33.38,68.07,17,140113.07,20511.6,20551.6
0.66,29,3.23,13,26.3,1.7,30.06,8.37,165835.06,20025.77,20062.01
0.66,29,3.23,13,82.99,12.53,89.02,17.85,151125.02,18437.74,18483.47
0.66,27,3.25,12,46.89,15.04,19.05,13.97,151100.05,20553,20593.2
0.66,27,3.25,12,31.66,2.46,50.05,5.7,155231.05,19812.5,19849.76
0.66,27,3.25,12,54.18,24.76,11.04,11.2,201208.04,18947.19,18984.7
0.66,25,3.27,11,32.68,19.66,2.05,16.6,12649.05,19027.29,19059.79
0.66,59,3.27,26,62.27,27.05,26.05,15.48,135914.05,20489.01,20531.87
0.66,28,3.33,12,42.88,12.4,24.04,8.55,144109.04,19454.85,19489.67
0.66,26,3.36,11,28.19,1.29,2.02,7.88,112954.02,19160.5,19194.4
0.66,26,3.36,11,20,12.04,16.08,6.79,194622.08,19233.02,19263.8
0.66,59,3.36,25,21.7,19.01,15.06,8,170024.06,19255.5,19289.6
0.66,57,3.38,24,24.01,0.5,30.05,11.9,175117.05,20033.68,20069.48
0.66,29,3.42,12,42.3,6.8,62.04,6.86,150709.04,19951.8,19990.8
0.66,34,3.43,14,20.29,13.6,40.05,6.06,134622.05,20205.68,20236.03
0.66,34,3.43,14,30.08,20.77,44.04,12.7,134246.04,18707.06,18741.03
0.66,39,3.44,16,58.01,16,22.07,10.8,125509.07,19182.02,19223.02
0.66,25,3.5,10,55.01,29.37,7.03,9.37,2617.03,19230.26,19272.8
0.66,30,3.5,12,21.5,2.47,29.06,8.58,142308.06,20127.01,20160
0.66,30,3.5,12,44.9,16,23.02,7.65,153327.02,19468.7,19501.74
0.66,35,3.5,14,22.01,4.8,3.09,22.6,100443.09,19701.3,19734.6
0.66,48,3.53,19,30.5,26.69,3.07,12.5,113112.07,20606.07,20645.9
0.66,115,3.67,43,16.45,16.65,16.04,8.03,191223.04,20459.77,20493.6
0.66,47,3.76,17,35.4,21.7,48.08,14,145908.08,19989.6,20024.02
0.66,28,3.8,10,58.33,7.02,6.01,19.8,62426.01,19181.75,19217.2
0.66,88,3.84,31,15.07,17.7,13.4,8.09,191027.4,20459.01,20492.3
0.66,42,4,14,19.03,20.16,4.03,6.36,120004.03,20267.6,20302.2
0.66,37,4.08,12,24.5,6.8,13.01,13.06,163624.01,20625.49,20660.27
0.66,25,4.12,8,19.28,7.36,4.05,5.8,74440.05,19723.6,19755.69
0.66,53,4.12,17,31.04,32,58.04,14.6,140426.04,20526.04,20558.85
0.66,29,4.22,9,23.02,9.18,24.01,4.54,141918.01,20643.76,20681.87
0.66,29,4.22,9,33.3,5.39,54.07,9.7,135205.07,19890.4,19924.1
0.66,29,4.22,9,53.3,15.7,81.05,13,165244.05,18885.8,18923.7
0.66,89,4.3,27,27.46,10.4,12.03,15.3,223915.03,20021.35,20056.07
0.66,53,4.31,16,75.7,27.6,39.05,15.16,150233.05,19067.03,19112.28
0.66,40,4.33,12,29.8,18.6,2.1,16.7,102656.1,19858,19892.02
0.66,28,4.5,8,22.54,11.64,16.02,7.78,165339.02,19081.02,19114.97
0.67,26,1.27,96,20.53,8.7,14.02,12.03,200651.02,19142.3,19180.78
0.67,48,1.27,179,57.82,3.75,129.01,10.2,200008.01,19130.92,19171.73
0.67,32,1.31,104,34.5,25.5,3.05,14.4,33358.05,20705.5,20734.5
0.67,39,1.31,127,46.03,8.03,5.3,6.08,203419.3,19884.04,19925.01
0.67,30,1.32,93,58.8,12.17,3.04,9.7,205402.04,19890.67,19935.9
0.67,46,1.32,144,16.7,7,5.01,11.1,105313.01,20392.1,20425.4
0.67,31,1.39,80,53.66,5.16,209.01,8.3,154829.01,19146.95,19190.53
0.67,26,1.41,63,58.7,13.09,4.01,9.9,63445.01,20397.05,20440.07
0.67,41,1.46,89,42.86,12.49,40.04,13,161338.04,19222.05,19263.6
0.67,29,1.48,61,28.1,13.12,25.01,6.5,160105.01,20476.01,20507.38
0.67,31,1.48,65,57.97,8.09,79.01,12.35,133239.01,19181.53,19213.42
0.67,38,1.49,78,75.3,11.4,57.06,16.9,175938.06,18952,18998.7
0.67,41,1.49,84,48.05,5.03,2.4,12.03,14546.4,20864.01,20900.01
0.67,28,1.51,55,24.8,10.7,11.07,5.9,180928.07,19957.19,19990.02
0.67,32,1.52,61,45.28,24.49,53.01,14.7,135808.01,20479.4,20525.92
0.67,44,1.52,85,35.7,19.05,4.02,9.4,85657.02,20692.06,20725.08
0.67,27,1.55,49,20.04,7.03,14.02,6.44,151243.02,19444.59,19475.6
0.67,33,1.55,60,32.59,6.37,39.01,8.03,143622.01,20131.6,20165.66
0.67,34,1.55,62,18.1,14.07,3.6,11,113811.6,20602.02,20636.04
0.67,27,1.57,47,29.04,18.09,3.8,8.09,93915.8,20711.09,20744.09
0.67,32,1.57,56,21,16.4,54.02,13.3,142612.02,19111.89,19150.37
0.67,32,1.58,55,16.9,3.3,2.09,11.7,101422.09,20864.3,20899.8
0.67,28,1.6,47,15.08,16.1,3.03,18.7,4810.03,20039.9,20070
0.67,29,1.64,45,33.06,17.9,2.1,8.01,94325.1,20693.04,20724.03
0.67,27,1.66,41,24.55,0.7,99.04,4.06,133146.04,19197.85,19231.36
0.67,41,1.69,59,62.26,27.04,26.04,15.47,135914.04,20489,20531.86
0.67,31,1.7,44,25.07,6.53,19.01,8.52,142117.01,19259.6,19293.02
0.67,36,1.71,51,33.7,0.9,10.05,9.37,154814.05,20726.07,20760.16
0.67,36,1.71,51,46.9,29.04,3.1,13.03,24247.1,19076.04,19107.03
0.67,41,1.73,56,57.86,3.79,129.05,10.6,200008.05,19130.96,19171.77
0.67,27,1.75,36,19.94,33.95,48.02,14.13,140340.02,20527.55,20556.23
0.67,27,1.75,36,34.24,2.18,21.03,8.58,142216.03,19267.3,19300.3
0.67,27,1.77,35,33.06,5.4,2.02,7.5,54517.02,20383.4,20421.4
0.67,28,1.78,36,37.02,0.7,10.07,18.06,102800.07,19708.04,19741.8
0.67,30,1.81,37,62.25,27.03,26.03,15.46,135914.03,20488.9,20531.85
0.67,31,1.82,38,39.49,5.46,13.03,6.7,192327.03,19210.54,19244.79
0.67,47,1.84,56,43.02,31.9,66.04,16.85,140034.04,20504.29,20547.76
0.67,51,1.84,61,36.47,6.15,48.02,9.28,195907.02,19112.7,19154.3
0.67,35,1.85,41,26.19,2,42.03,10.14,141847.03,20471.96,20505.76
0.67,35,1.85,41,33,25.9,19.07,8.02,150607.07,20714,20750.18
0.67,35,1.85,41,27,5.65,21.04,14.5,142705.04,19425.88,19456.5
0.67,30,1.86,35,15.85,19.16,23.03,14.9,134816.03,19326.9,19357.65
0.67,26,1.87,30,23.29,14.7,1.04,10.96,223600.04,20875.8,20912.03
0.67,26,1.87,30,46.02,1.17,27.03,8.48,153829.03,19100.76,19132.7
0.67,31,1.89,35,41.8,22.6,5.02,7.93,114800.02,20702.93,20743.54
0.67,32,1.89,36,18.9,0.5,13.06,14.5,153419.06,20100.88,20135.9
0.67,27,1.9,30,28.01,22.68,44.07,15.04,135719.07,20477.2,20519.01
0.67,37,1.9,41,19,6.6,4.03,7.3,71144.03,20578.09,20611
0.67,26,1.93,28,20.57,5.25,42.02,3.36,143018.02,19426.4,19455.63
0.67,45,1.94,48,41.65,3.8,157.01,6.62,135901.01,19899.3,19934.16
0.67,91,1.96,95,20.52,8.6,14.01,12.02,200651.01,19142.29,19180.77
0.67,25,2,25,33.04,17.7,2.08,7.9,94325.08,20693.02,20724.01
0.67,25,2,25,50.99,1,2.04,11.01,43004.04,19108.02,19152.03
0.67,27,2,27,38.46,2.01,12.04,6.8,185355.04,20641.07,20677.3
0.67,27,2,27,51.02,4.02,35.03,9.7,155442.03,19822.54,19862.49
0.67,29,2,29,26.02,26.7,7.2,16.08,100804.2,20597.02,20633.06
0.67,45,2.02,44,37.5,41.02,15.04,11.49,175304.04,20675.4,20723.7
0.67,35,2.03,34,30.9,3.8,28.03,8.38,165731.03,20625.18,20660.97
0.67,68,2.03,66,28.9,17.4,4.6,9.3,80518.6,20688.01,20721.03
0.67,27,2.04,26,22.7,18.5,4.06,5.8,114508.06,19597.7,19627.5
0.67,28,2.04,27,26.39,12.01,44.03,14.7,140203.03,19867.5,19900.55
0.67,50,2.06,47,27.7,10.04,19.09,5.9,151715.09,19449.04,19479.06
0.67,29,2.07,27,31.8,12.03,13.1,11.07,202320.1,19226.01,19262.04
0.67,31,2.07,29,21.08,10.4,2.07,9.03,24125.07,20550.02,20581.7
0.67,58,2.07,54,45.44,8.43,55.01,5.18,143204.01,19432.18,19465.17
0.67,31,2.11,28,24.26,15.3,46.03,14.84,145948.03,19175.39,19208.01
0.67,63,2.11,57,17.4,12.57,3.06,9.7,112429.06,20599.89,20632.01
0.67,26,2.13,23,20.8,4.9,13.04,6.6,191220.04,19209.98,19242.67
0.67,33,2.14,29,46.3,18.9,59.05,13.6,142907.05,19824.04,19861.09
0.67,27,2.17,23,25.06,14.04,2.7,12.02,225515.7,20874.3,20912.08
0.67,26,2.18,22,14.7,12.01,10.08,6.1,181540.08,19962.19,19994.04
0.67,26,2.18,22,37.9,10,39.03,9.05,140418.03,19334.5,19370.25
0.67,32,2.19,27,24.1,15.07,1.6,11.06,222458.6,20875.1,20910.1
0.67,39,2.22,32,33.6,21.9,25.06,9.59,145804.06,20696.06,20731.05
0.67,44,2.22,36,36.4,3.22,91.01,8.53,134506.01,19898.76,19936.05
0.67,27,2.23,22,44.4,3.36,59.02,9.49,170044.02,20630.6,20669.56
0.67,111,2.23,90,45.8,7.8,5.07,6.03,203419.07,19883.9,19924.69
0.67,31,2.24,25,42.06,3.09,2.04,9.02,24750.04,20374.1,20409.01
0.67,36,2.24,29,20.7,8.44,45.03,5.56,143318.03,20490.3,20522.87
0.67,52,2.24,42,27.08,28.6,93.02,12.55,141317.02,20100.86,20132.69
0.67,40,2.25,32,30.8,17.39,66.04,12.3,143814.04,19780.8,19818.01
0.67,26,2.3,20,58.48,7.38,7.02,11.8,201343.02,20422.1,20456.3
0.67,39,2.3,30,76.02,15.03,3.6,15.03,1504.6,19005.06,19045.03
0.67,29,2.32,22,30.08,12.69,42.02,6.8,134838.02,19115.01,19147.17
0.67,27,2.35,20,43,15.27,17.03,13.4,174655.03,19360.56,19396.7
0.67,31,2.41,22,30.48,2.07,35.03,14.69,175529.03,18934.2,18970.8
0.67,27,2.42,19,36.12,2.7,41.01,11.87,154319.01,19814.4,19853.69
0.67,30,2.43,21,32.2,16.35,14.03,6.9,153816.03,20541.5,20575.34
0.67,32,2.45,22,16.89,22.18,47.01,9.86,195724.01,20876.67,20911.26
0.67,57,2.46,39,30.09,9.86,14.05,5.57,180831.05,19954.7,19989.7
0.67,28,2.47,19,18.15,4.16,2.03,5,72846.03,20578.01,20611.24
0.67,31,2.48,21,37.4,9.09,3,11.3,51739,19651.6,19685.03
0.67,30,2.5,20,34.05,10.04,3.5,5.9,223012.5,20508.04,20543.7
0.67,33,2.5,22,16.7,16.02,3.2,18.05,1751.2,20036.01,20069.5
0.67,41,2.52,27,34.01,10.03,16.2,8.9,172320.2,20573.2,20608.01
0.67,29,2.53,19,20.56,1.96,25.05,8.7,142410.05,20124.01,20157.7
0.67,31,2.55,20,24.14,3.35,14.01,14.16,154533.01,19136.69,19171.9
0.67,34,2.55,22,32.2,3.59,1.07,10.49,33033.07,20861.04,20897.3
0.67,50,2.56,32,19.01,6.06,2.09,7.3,70346.09,20577.3,20608.8
0.67,36,2.57,23,26.09,7.48,4.06,6.07,71428.06,19179.67,19215.7
0.67,44,2.57,28,17.4,9.8,10.04,10.5,200636.04,20577.8,20610.86
0.67,38,2.58,24,30.03,19.01,2.6,17.02,102656.6,19858.05,19892.07
0.67,29,2.61,18,23.07,6.08,1.7,11.2,31930.7,20580.02,20611.04
0.67,55,2.62,34,36.8,0.9,2.05,11.06,221055.05,20591.4,20620.99
0.67,25,2.67,15,33.88,0.5,36.06,10.5,141444.06,19576.04,19609.7
0.67,57,2.68,34,22.9,1.3,81.04,10,200010.04,19487.2,19514.3
0.67,54,2.69,32,56.7,1.05,4.08,11.5,43127.08,19109.7,19156
0.67,31,2.72,18,28.48,9.9,80.04,7.2,133312.04,20605.5,20638.89
0.67,31,2.72,18,45.5,11.62,40.01,10.5,193915.01,19150.14,19187.86
0.67,105,2.72,61,28.99,24.14,26.01,11.38,161914.01,19262.15,19296.82
0.67,26,2.73,15,33.66,18.77,17.04,8.7,194333.04,19126.66,19164.38
0.67,33,2.74,19,28.4,17.9,3.07,7.9,93915.07,20710.9,20743.9
0.67,30,2.76,17,23,10.47,1.05,2.16,43332.05,19933.7,19966.02
0.67,30,2.76,17,45.01,16.02,23.04,7.67,153327.04,19468.9,19501.76
0.67,92,2.77,52,35.01,18.09,3.06,8.8,85656.06,20691.1,20724.3
0.67,41,2.78,23,24.4,1.29,23.04,9.9,144856.04,19442.09,19477
0.67,25,2.79,14,35.22,29.99,4.01,15.08,74136.01,19789.1,19825.4
0.67,34,2.79,19,26.32,21.74,5.01,11.05,90343.01,19164.92,19198.84
0.67,59,2.79,33,45.26,28.1,13.02,7.45,151445.02,20629.04,20662.84
0.67,27,2.8,15,38.28,8.2,38.06,7.04,161024.06,18559.5,18600.99
0.67,29,2.81,16,39.6,39.87,57.05,16.6,150441.05,19033.8,19071.58
0.67,42,2.83,23,53.5,12.25,8.02,10.87,173118.02,20579.68,20614.4
0.67,50,2.85,27,31.9,10,7.08,15.8,53059.08,19087.19,19123.03
0.67,28,2.87,15,48.09,24,3.4,10.9,21722.4,19058.04,19092.05
0.67,28,2.87,15,43.4,22.79,20.02,6.66,172128.02,19012.28,19046.27
0.67,32,2.88,17,39.45,7.68,32.03,9.19,151232.03,20098.4,20132.87
0.67,36,2.89,19,33.84,0.1,36.02,10.46,141444.02,19576,19609.39
0.67,44,2.91,23,23.8,5.02,14.06,8.8,165608.06,20628.01,20661
0.67,25,2.92,13,27,9.37,22.01,7.96,192426.01,19774.13,19808.98
0.67,25,2.92,13,24.7,32.39,5.05,12.6,50311.05,19736.88,19770.5
0.67,54,2.93,28,42.9,19.15,27.03,12.5,145149.03,19343,19378.6
0.67,53,2.96,27,36.7,12.67,59.01,16.67,162130.01,18552.37,18596.77
0.67,26,3,13,28.9,12.02,4.05,11.02,221228.05,20366.7,20400.5
0.67,38,3,19,26.9,30.5,82.06,14.38,140526.06,20527.02,20563.1
0.67,44,3,22,36.01,20,20.1,6.5,154643.1,20548.9,20587.01
0.67,53,3.04,26,22.5,6.5,4.09,5.07,131520.09,20708.03,20739.4
0.67,33,3.06,16,30.03,3.49,53.07,6.8,195017.07,20651.03,20680.5
0.67,33,3.06,16,28.3,13.14,25.03,6.7,160105.03,20476.03,20507.4
0.67,31,3.07,15,33.25,8.97,7.02,11.7,170413.02,20501.02,20532.98
0.67,25,3.08,12,23.79,7.69,53.02,8.4,141749.02,19410.08,19440.27
0.67,34,3.12,16,26.1,18.01,29.4,8.09,190716.4,20456.01,20488.03
0.67,36,3.12,17,33.09,14.3,21.05,15.39,130312.05,19199.37,19234.37
0.67,49,3.13,23,51.06,4.4,2.1,12.02,41347.1,19105.02,19145.3
0.67,30,3.14,14,33.09,8.29,8.08,7,201327.08,20611.01,20638.9
0.67,30,3.14,14,29.23,26.08,18.02,10.4,162145.02,19271.8,19309
0.67,28,3.15,13,35.23,30,4.02,15.09,74136.02,19789.2,19825.5
0.67,26,3.17,12,16.6,10.3,4.4,5.09,90513.4,19829.8,19865.5
0.67,26,3.17,12,22.8,17.1,37.01,10.85,155928.01,19155.87,19187.56
0.67,39,3.17,18,35,17.07,4.2,7.03,102426.2,19825.8,19861.08
0.67,31,3.21,14,31.06,0.6,43.04,7,143428.04,20117.75,20154.36
0.67,29,3.23,13,30.5,1.54,21.01,10.87,154607.01,19139.42,19175.13
0.67,27,3.25,12,24.04,22.01,1.5,14.4,10209.5,20606.06,20644.04
0.67,61,3.26,27,19.75,12.29,10.03,3.85,183059.03,19210.94,19242.3
0.67,41,3.28,18,36.06,6.36,3.01,9.57,61314.01,19765.49,19796.9
0.67,46,3.3,20,40.9,8.42,39.01,10.48,163926.01,20472.39,20511.9
0.67,30,3.31,13,30.99,35.23,65.02,18,151713.02,19859.74,19899.04
0.67,44,3.32,19,19.6,19.4,5.05,7.01,120304.05,20265.06,20300.29
0.67,28,3.33,12,30.5,2.95,107.04,9.5,142807.04,20057.1,20089.59
0.67,35,3.33,15,30.7,26.2,46.01,7.9,184656.01,20851.8,20886.09
0.67,31,3.38,13,39.79,32.01,40.03,7,162544.03,19304.7,19341.76
0.67,62,3.38,26,41.14,11.78,32.03,7.54,154703.03,20493.36,20530.7
0.67,53,3.41,22,24.4,2.04,117.04,9.8,144819.04,19443.8,19478.56
0.67,51,3.43,21,19.47,19.09,5.01,6.7,120304.01,20265.02,20300.25
0.67,27,3.45,11,20.69,1.5,2.03,1.99,95356.03,20584.99,20618.9
0.67,27,3.45,11,19.04,20.17,4.04,6.37,120004.04,20267.7,20302.3
0.67,37,3.47,15,18.04,17.4,16.01,12.8,75739.01,19229.84,19263.4
0.67,309,3.49,124,27.05,34.8,6.1,14.9,131318.1,19324.04,19357.08
0.67,30,3.5,12,23,12.9,16.05,9.57,145635.05,20512.5,20546.05
0.67,30,3.5,12,24.9,25.4,6.08,15.05,100803.08,20595.9,20632.03
0.67,35,3.5,14,29,7.8,5.07,9.5,83637.07,19809,19845.5
0.67,45,3.5,18,30.1,5.75,28.04,5.19,142430.04,20481.2,20516
0.67,45,3.5,18,24.02,21.4,23.06,11.3,171945.06,19019.67,19057.01
0.67,33,3.54,13,25.8,34.04,19.2,14.5,130841.2,19321.1,19357.04
0.67,49,3.58,19,34.2,6.9,3.07,9,54518.07,20384.9,20422.9
0.67,26,3.6,10,28.5,16.98,2.03,15.6,230140.03,20656.7,20688.69
0.67,47,3.61,18,23.03,7.03,4.8,5.6,131520.8,20708.2,20740.02
0.67,29,3.64,11,18.92,2.23,18.01,10.33,174639.01,20034.55,20069.7
0.67,29,3.64,11,25.38,0.23,9.02,11.57,191539.02,19993.04,20022.9
0.67,32,3.67,12,36.89,27.3,3.04,9.35,124503.04,20721.69,20757.97
0.67,32,3.67,12,39,2,3.2,6.02,90410.2,20398.01,20435.1
0.67,32,3.67,12,25.1,26.05,7,15.7,100804,20596.1,20632.5
0.67,32,3.67,12,36.6,1.4,25.08,5.04,194002.08,19984.02,20018.01
0.67,78,3.69,29,58.69,12.15,3.02,9.68,205402.02,19890.65,19935.7
0.67,49,3.72,18,34.3,9.9,24.05,7.8,200201.05,20612.7,20641.5
0.67,30,3.73,11,31.93,2.6,21.01,4,192715.01,19989.54,20021.65
0.67,90,3.73,33,46.85,10.65,3.03,5.39,93824.03,18668.57,18705.8
0.67,28,3.8,10,20.38,18.7,5.02,13.93,111729.02,19164.33,19200.2
0.67,31,3.82,11,29.6,15.03,52.07,5.8,141105.07,20638.2,20676.5
0.67,34,3.83,12,20.67,36.8,38.03,11.7,170341.03,18805.35,18842.9
0.67,37,3.85,13,27.4,13.97,4.02,12.3,233926.02,18898.04,18937.26
0.67,46,3.88,16,35.4,10.6,10.3,9.04,201329.3,20613.05,20641.03
0.67,49,3.88,17,46,11.67,40.06,11,193915.06,19150.19,19188
