WinRate,ImbVolume,ImbRatio,AdvDetection,PATIMachineLearningInputsV2-P1-BollingerDiff,PATIMachineLearningInputsV2-P1-MovingAvgDiff,PATIMachineLearningInputsV2-P1-VolumeSpeedPerSecond,PATIMachineLearningInputsV2-P1-StdDevBB,PATIMachineLearningInputsV2-P1-TimeOfDay,ReverseStrength-P2-ReverseStrengthLine,ReverseStrength-P3-ReverseStrengthLine
0.67,78,3.89,27,38.7,2.07,12.1,7.04,185355.1,20641.4,20677.9
0.67,35,3.92,12,21.97,30.6,54.06,15.5,153356.06,19723.39,19761.4
0.67,27,4,9,20.96,6.7,11.03,11.02,171507.03,20659.68,20691.5
0.67,33,4,11,20.6,1.7,5,3.1,83655,20584.09,20615.5
0.67,52,4.06,17,27.05,18,59.05,5.02,141011.05,19412.47,19446.5
0.67,43,4.07,14,23.39,14.79,9.03,4.29,183605.03,19201.28,19231.17
0.67,34,4.09,11,31.9,7.03,3.09,3.6,120634.09,20593.8,20629.02
0.67,31,4.1,10,28.8,17.01,2.06,15.9,230140.06,20657,20688.9
0.67,31,4.1,10,38.48,62,89.05,40.16,141507.05,18403,18438.18
0.67,28,4.11,9,28.2,11.5,3.8,10.5,221227.8,20366.09,20400.07
0.67,41,4.15,13,16.01,5.96,14.05,7.02,200215.05,20659,20689.8
0.67,45,4.21,14,24.3,15.7,46.07,14.88,145948.07,19175.7,19208.05
0.67,45,4.21,14,20.08,12.02,8.8,7.09,194256.8,19232.06,19262.7
0.67,29,4.22,9,29.07,1.8,1.02,6.57,45305.02,20377.13,20416.28
0.67,29,4.22,9,28.05,9.6,2.05,8.58,84103.05,19811.6,19848.86
0.67,26,4.25,8,17.9,5.5,3.02,6.74,71143.02,20577.53,20609.9
0.67,46,4.29,14,33.03,15.2,38.02,8.24,170122.02,19875.98,19911.13
0.67,33,4.3,10,31.01,13.7,1.04,7.49,30527.04,20672.01,20708.4
0.67,50,4.33,15,45.9,3.09,5.04,10.7,82809.04,19798.89,19834.7
0.67,60,4.33,18,25.63,4.84,11.02,15.86,154428.02,19134.26,19171
0.67,27,4.38,8,30.5,23.05,12.1,7.6,161852.1,20575.02,20606.08
0.67,34,4.4,10,20.5,14.7,1.07,5.5,23011.07,20046.28,20077.18
0.67,48,4.43,14,42.49,21.15,2.01,11.2,221925.01,19912.78,19957.82
0.67,38,4.45,11,33.06,0.2,18.03,7.06,145235.03,20703.01,20738.18
0.67,80,4.48,23,44.6,30.6,5.04,12.01,744.04,20689.6,20727.9
0.67,28,4.5,8,25.25,7.78,1.04,4.8,223626.04,20660.17,20691.9
0.67,28,4.5,8,26.03,3.05,5.07,9.6,102857.07,19208.8,19245.8
0.67,28,4.5,8,23.01,9,2.2,11.5,34447.2,19644.06,19677.07
0.67,77,4.5,22,26.4,17.67,25.06,11.05,155307.06,20060.9,20091.5
0.67,91,4.5,26,20.6,3.7,35.07,3.69,145933.07,20536.4,20569
0.67,32,4.56,9,18.06,12,3.02,10.08,31041.02,20550.8,20584.8
0.67,32,4.56,9,31.99,4.5,19.02,4.37,173541.02,19670.73,19706.37
0.67,25,4.57,7,49,20.04,2.3,16.04,41122.3,19097.06,19131.06
0.67,43,4.58,12,14.87,32.86,25.03,17.55,152111.03,19846.18,19877.6
0.67,29,4.62,8,41.01,27.02,3.2,13.8,21654.2,20708.01,20738.1
0.67,29,4.62,8,25.27,7.8,1.06,5,223626.06,20660.19,20692.01
0.67,26,4.71,7,46.04,22.6,4.09,9,120606.09,19866.03,19902.01
0.67,27,4.86,7,43.79,11.29,73.01,5.48,165149.01,20007.59,20042.16
0.67,28,5,7,27.07,6.8,23.08,8.02,155329.08,19167.89,19202.6
0.67,32,5,8,19.55,26.34,2.01,14.32,81854.01,20589.76,20625.38
0.67,37,5.11,9,33.08,12.68,4.05,8.38,34648.05,20541.4,20576.69
0.67,29,5.14,7,41.9,0.59,8.01,6.73,191521.01,20618.95,20649.93
0.67,29,5.14,7,19.6,33,6.03,12.3,130355.03,19315.4,19347.57
0.67,38,5.22,9,34.74,9.89,21.02,6.97,145527.02,19113.99,19147.87
0.67,34,5.25,8,33.08,17.03,34.2,11.06,172503.2,20613.6,20651.07
0.67,30,5.29,7,18.06,14.03,3.2,10.6,113811.2,20601.8,20636
0.67,43,5.3,10,20.4,19.02,19.06,12.02,172209.06,19292.2,19327.18
0.67,26,5.33,6,63.4,13.9,6.07,16.04,101306.07,19842.04,19881.29
0.67,44,5.4,10,38.27,7.45,86.03,8.26,134009.03,19331.36,19368.04
0.67,31,5.43,7,37.5,8,60.3,5.1,142525.3,20529.8,20562.08
0.67,31,5.43,7,19,16.4,3.02,16.34,41826.02,19094.17,19128.02
0.67,27,5.5,6,25.02,1,5.06,8.7,125308.06,19588.9,19623.4
0.67,45,5.5,10,30.9,4.44,10.02,9.85,175758.02,20025.76,20058.68
0.67,32,5.57,7,19.5,2,2.05,2,95718.05,20587.01,20621.03
0.67,28,5.67,6,32.49,12.03,3.05,4.7,95625.05,19809.99,19845.5
0.67,42,5.67,9,30.8,23.66,20.05,8.03,172849.05,18987.76,19023.68
0.67,33,5.71,7,27.6,10.29,2.07,10.2,80409.07,19795.01,19829.03
0.67,38,5.75,8,18.49,3.03,17.06,15.27,164002.06,20633.2,20668.5
0.67,29,5.83,6,15.02,12.04,7.1,10.06,123809.1,20614,20649.07
0.67,58,5.83,12,26.3,2.77,12.02,7.6,161258.02,20674.16,20712.15
0.67,39,5.88,8,37.05,4.09,2.08,7.02,102547.08,19244.08,19276.7
0.67,39,5.88,8,25.46,25.59,1.04,12.4,34728.04,19083.46,19112.06
0.67,109,5.95,22,47.4,17,1.05,9.49,50000.05,20532.01,20566.7
0.67,25,6,5,39.01,26.5,4.06,12.5,20700.06,20707.9,20738.9
0.67,25,6,5,50.79,10.97,62.06,11.6,200041.06,20423.19,20458.67
0.67,25,6,5,21.8,19.98,5.04,14.59,101527.04,20034.89,20066.8
0.67,25,6,5,27.67,20.4,28.06,12.47,172301.06,19287.09,19321.79
0.67,30,6,6,28.37,0.95,1.04,8.9,235406.04,20518.85,20555.46
0.67,30,6,6,18.97,10.97,8.06,8.01,161631.06,19855.38,19888.19
0.67,40,6,8,29.06,10.07,1.7,9.4,223546.7,20365.04,20398.03
0.67,65,6,13,28.12,10.18,18.01,19.38,152624.01,18469.94,18498
0.67,72,6.14,14,20.99,1.7,10.05,6.01,193520.05,20649.09,20678.07
0.67,31,6.17,6,19.8,4.46,26.01,4.33,145844.01,20536.37,20569.93
0.67,26,6.2,5,32.6,17,2.09,7,81837.09,20709.03,20742.09
0.67,53,6.3,10,38.09,26.06,12.7,8.09,185253.7,20855.08,20888.01
0.67,32,6.33,6,24.05,15.1,1.8,11.09,223600.8,20876.2,20912.7
0.67,32,6.33,6,55.34,6.65,37.02,8.95,125033.02,20923.66,20962.17
0.67,32,6.33,6,23.8,2.67,17.06,7.69,154950.06,19167.6,19200.5
0.67,38,6.43,7,54.05,0.6,2.07,10.5,24525.07,19625.9,19662.8
0.67,33,6.5,6,31.04,0.99,13.01,2.64,181749.01,20498.47,20529.23
0.67,33,6.5,6,18.96,4.2,4.02,9.67,121408.02,20057.59,20091.03
0.67,50,6.56,9,38.64,0.15,20.03,8.68,195518.03,19221,19257.95
0.67,29,6.8,5,16.03,19.5,23.07,8.01,144529.07,20683.8,20711.7
0.67,64,6.82,11,17.8,5.2,18.4,15.7,164310.4,20609.01,20642.04
0.67,64,6.82,11,43.76,21,43.05,10.89,161536.05,19330.1,19363.01
0.67,35,6.83,6,25,10.9,11.09,6.01,180928.09,19957.3,19990.04
0.67,30,7,5,33.14,3.94,3.02,12.54,93542.02,20568.7,20601.68
0.67,30,7,5,17.7,22.9,16.04,14.6,171739.04,19023.9,19055.89
0.67,36,7,6,34.2,14.7,14.03,4.3,170638.03,19258.14,19296.7
0.67,37,7.17,6,19.9,14.6,1.05,5.68,14445.05,19935.7,19966.9
0.67,37,7.17,6,29.78,14.06,24.03,9.05,191355.03,18914.79,18948.89
0.67,31,7.2,5,19.04,15.01,13.6,12.03,182633.6,20604.01,20632.07
0.67,25,7.25,4,27.7,25.03,2.02,15.23,21403.02,19043.03,19079.54
0.67,70,7.36,11,35.7,19.05,2.08,7.7,102423.08,20694.49,20729.9
0.67,32,7.4,5,34.59,8.02,3.07,7.01,82435.07,19885.19,19917.5
0.67,32,7.4,5,22.43,12.3,3.01,5.46,131712.01,19246.2,19277.49
0.67,45,7.43,7,33.09,7,3.6,7.07,104729.6,19174.5,19206.08
0.67,26,7.5,4,27.08,14.2,4.01,8.08,114150.01,20717.3,20752.4
0.67,26,7.5,4,39,8.08,7.06,11.03,90520.06,19507.01,19546.49
0.67,26,7.5,4,39.5,14.52,25.01,6.85,143905.01,18435.53,18470.79
0.67,27,7.75,4,30.6,15.8,8.04,9.7,131234.04,20882.4,20915.3
0.67,27,7.75,4,33.6,19.02,4.07,14.78,101815.07,20031.02,20064.03
0.67,27,7.75,4,19.07,13.7,14.07,7.8,185141.07,20012.8,20043.4
0.67,34,7.8,5,35.9,3.02,16.08,7.05,174300.08,20439.7,20474.8
0.67,34,7.8,5,56.6,25.26,4.04,10,22700.04,19063.69,19098.6
0.67,117,7.88,17,20,11.08,41.05,13.5,164219.05,20502.08,20536.66
0.67,83,7.92,12,45.5,21.8,14.08,8.2,152307.08,20631.08,20663
0.67,28,8,4,26.76,3.85,3.01,6.92,130215.01,20597.52,20631.45
0.67,28,8,4,61,8.1,3.7,13.04,90501.7,20557.01,20595.04
0.67,35,8,5,28,23.07,3.08,7.9,122416.08,19872.08,19910.03
0.67,42,8,6,16.65,21.4,21.03,5.84,164625.03,19868.59,19901.6
0.67,70,8,10,50.04,27.8,7.08,10.01,124631.08,19287.3,19326.19
0.67,50,8.14,7,46.5,22.09,2.9,14.3,70316.9,20571.05,20609.07
0.67,43,8.17,6,35.9,35.08,4.09,11.05,4557.09,19254.05,19295.03
0.67,29,8.25,4,25.47,0.8,23.04,8.02,141040.04,20716.76,20748.6
0.67,29,8.25,4,15.7,19.28,1.07,6.78,55115.07,20622.79,20659.02
0.67,29,8.25,4,30.04,7.7,1.1,8.07,53155.1,19765,19796.7
0.67,81,8.36,11,25.5,15.01,7.1,12.8,183927.1,20685.09,20715.07
0.67,30,8.5,4,48.13,13.84,45.01,11.6,135343.01,20839.5,20877.66
0.67,30,8.5,4,38.6,15,58.07,15.8,134513.07,19928.03,19965.01
0.67,46,8.67,6,15.89,1.27,12.06,10.58,185802.06,19684.7,19716.7
0.67,31,8.75,4,38.9,2.8,1.07,9.4,4828.07,20566.7,20596.6
0.67,31,8.75,4,25.09,26.1,3.4,17.2,22846.4,19100.08,19134.04
0.67,47,8.83,6,31.99,11.49,18.07,8.8,151624.07,20711.6,20746
0.67,40,9,5,24.01,26.04,2.05,17.06,22448.05,19099.58,19132.9
0.67,48,9,6,32.7,20.02,12.08,12.5,154604.08,20045,20074.07
0.67,48,9,6,25.9,9.8,33.04,6.9,133636.04,19266.89,19299.18
0.67,41,9.2,5,30.6,23.64,20.03,8.01,172849.03,18987.74,19023.66
0.67,42,9.4,5,30.4,10.96,12.04,9.7,152010.04,20562.01,20596.78
0.67,59,9.43,7,25.9,14.69,19.01,7.16,163439.01,19324.27,19357.48
0.67,76,9.44,9,28.4,11.5,13.03,15,182019.03,19303.99,19340.48
0.67,43,9.6,5,33.8,7.07,15.04,8.01,172659.04,19337.79,19373.5
0.67,26,9.67,3,42.45,11.1,4.02,7.47,72130.02,19908.7,19942.64
0.67,52,9.67,6,24.88,15.1,32.06,12.99,143427.06,20684.07,20719.01
0.67,44,9.8,5,30.04,31.08,5.7,7.01,10933.7,19282.2,19318.3
0.67,27,10,3,41.28,15.02,136.07,5.05,154806.07,19707.03,19746.2
0.67,36,10,4,41.18,5,53.05,10.88,142449.05,20730.17,20767.89
0.67,45,10,5,54,10.6,6.07,20.6,131224.07,19297.9,19337.7
0.67,38,10.5,4,21.03,12.5,46.04,18.27,134917.04,19079.6,19116.03
0.67,29,10.67,3,27.04,11.02,24.06,5.02,171115.06,20428.7,20461.99
0.67,58,10.67,6,41.24,2.2,4.01,5.3,90746.01,20398.68,20437.65
0.67,30,11,3,33.07,13.2,3.7,7.05,202423.7,19980.6,20014.05
0.67,40,11,4,42.55,23,22.04,13.2,160750.04,19340.96,19377.9
0.67,123,11.25,12,48.4,9.09,35.06,7.88,195346.06,20563.87,20597.69
0.67,85,11.62,8,19.02,14.8,15.5,9.05,131624.5,20880.05,20914.08
0.67,58,12.6,5,25.6,1.4,31.06,19.04,161503.06,20485.5,20519.6
0.68,27,1.3,91,30,1,111.06,10.7,195906.06,19483.01,19510.9
0.68,27,1.31,86,28.09,2.2,25.05,6.6,143202.05,20118.5,20151.9
0.68,28,1.33,84,31.9,20,18.09,8.2,165112.09,19246.06,19281.9
0.68,27,1.34,80,37.98,6.94,50.02,8.43,141851.02,20115.86,20152.47
0.68,34,1.4,84,42.84,12.47,40.02,12.8,161338.02,19222.03,19263.4
0.68,26,1.41,64,15.8,31.9,39.04,11.68,141105.04,20111.7,20144.78
0.68,30,1.41,74,48.04,5.02,2.3,12.02,14546.3,20864,20900
0.68,41,1.41,101,36.3,20.99,21.03,7.84,164715.03,19238.57,19276.89
0.68,25,1.42,60,20.9,10.04,1.8,8.4,24124.8,20549.3,20581.07
0.68,30,1.45,66,24,7.9,53.05,8.7,141749.05,19410.2,19440.3
0.68,30,1.49,61,15.7,31.8,39.03,11.67,141105.03,20111.6,20144.77
0.68,25,1.5,50,34.6,5.89,3.06,6,115300.06,19693.6,19730.02
0.68,31,1.51,61,61.8,14.8,96.04,10.05,140137.04,19195.58,19235.7
0.68,31,1.52,60,47.7,7.7,117.04,6.8,134043.04,19115.95,19157.6
0.68,36,1.53,68,36.39,0.99,17.06,6.01,200609.06,19872.3,19908.49
0.68,31,1.56,55,34.9,18.07,3.04,8.6,85656.04,20691.08,20724.1
0.68,32,1.56,57,38.6,26.04,2.1,12.04,111844.1,19959.5,19997.01
0.68,29,1.57,51,30.07,11.8,18.03,5.5,170106.03,19931.6,19963.77
0.68,26,1.59,44,27.08,13.5,2.01,10.04,93518.01,20420.6,20453.08
0.68,51,1.59,87,28.07,17.02,4.04,9.01,80518.04,20687.09,20720.2
0.68,26,1.6,43,17.7,7.5,17.06,6.5,151341.06,19444.01,19475.01
0.68,25,1.61,41,33.06,3.35,19.02,8.75,191746.02,20013.19,20045.18
0.68,62,1.62,100,33.9,6.06,2.5,8.07,54517.5,20384.06,20422.06
0.68,26,1.63,41,33.07,3.36,19.03,8.76,191746.03,20013.2,20045.19
0.68,31,1.63,49,30.6,4.27,9.03,9.16,130921.03,19903.4,19940.64
0.68,57,1.64,89,28.1,17.05,4.07,9.04,80518.07,20687.3,20720.5
0.68,25,1.66,38,28.57,7.17,25.02,6.5,181436.02,18952.96,18985.99
0.68,27,1.73,37,30.1,10.06,2.7,6.02,230006.7,20663.1,20696
0.68,27,1.77,35,26.8,15.6,28.02,4.06,135735.02,19210.67,19243.83
0.68,27,1.79,34,19.6,8.01,3.03,7.01,33432.03,19280.3,19313.4
0.68,27,1.82,33,36.06,6.08,2.5,8.09,5113.5,20533.08,20567.08
0.68,26,1.87,30,29.04,6.2,30.05,5.02,154923.05,19812.3,19845.04
0.68,27,1.87,31,30.99,2,20.02,8.45,142321.02,19269.16,19309.49
0.68,36,1.9,40,34.8,47.02,54.04,17.37,150641.04,18996.65,19037.7
0.68,26,1.93,28,25.86,9.38,13.05,6.99,145729.05,19116.97,19150.46
0.68,45,1.96,47,47.88,22.02,61.05,10.02,135043.05,19623.98,19656.9
0.68,37,2,37,28.68,39.57,24.06,9.07,161521.06,19277.58,19315.05
0.68,25,2.04,24,31.5,19.75,21.03,8.06,165509.03,19251.24,19287.55
0.68,28,2.04,27,33.9,16.05,20.2,7.9,153354.2,20539.8,20571.9
0.68,55,2.04,53,30,9.6,2.06,5.2,230006.06,20663,20695.09
0.68,40,2.05,38,24.46,20.67,2.05,6.87,90503.05,20315.04,20350.6
0.68,48,2.07,45,34,11.59,7.08,12.04,132243.08,19201.04,19234.8
0.68,27,2.08,25,35,6.02,34.04,9.4,135704.04,19895.29,19929.36
0.68,25,2.09,23,51.08,4.6,2.3,12.04,41347.3,19105.04,19145.5
0.68,25,2.09,23,34.78,9.04,141.02,10.77,143608.02,18455.5,18493
0.68,36,2.09,33,31.27,24.59,20.03,10.54,162101.03,19267.4,19301.48
0.68,47,2.09,43,52.46,20.47,2.04,14.58,231127.04,20661.6,20700.3
0.68,34,2.13,30,43.4,28.09,4.01,8.09,1316.01,19227.5,19264.09
0.68,38,2.15,33,31.01,4.46,10.04,9.87,175758.04,20025.78,20058.7
0.68,43,2.16,37,32.03,10.04,7.3,16.02,53059.3,19087.5,19123.07
0.68,26,2.18,22,41.48,21.09,35.04,9.9,164017.04,19849.78,19882.87
0.68,30,2.2,25,26.35,8.01,39.03,7.4,154905.03,20494.7,20531.96
0.68,31,2.24,25,43.08,28.04,3.6,8.04,1315.6,19227.09,19264.04
0.68,45,2.25,36,17.39,9.79,10.03,10.4,200636.03,20577.7,20610.85
0.68,42,2.27,33,44.01,28.7,4.08,8.7,1316.08,19228.02,19264.7
0.68,27,2.29,21,21.95,15.06,20.03,7.5,151831.03,20528.5,20561.97
0.68,26,2.3,20,16.8,11.2,9.03,9.06,123517.03,20609.75,20645.88
0.68,42,2.31,32,20,27.5,2.03,15.9,94319.03,20593.4,20628.08
0.68,29,2.32,22,27.28,8.97,13.02,5.59,170338.02,19936.96,19965.44
0.68,37,2.32,28,16.08,1.25,33.02,7.16,180343.02,19399.02,19430.19
0.68,31,2.35,23,22.43,16.4,87.02,9.48,145203.02,20631.48,20668.18
0.68,36,2.38,26,46.09,18.6,59.02,13.3,142907.02,19824.01,19861.06
0.68,38,2.41,27,36.69,9.17,19.02,7,150930.02,20090.45,20126.4
0.68,27,2.42,19,16.9,13.9,28.05,12.39,141120.05,19297.09,19328.9
0.68,30,2.43,21,21.13,7.93,24.01,10.57,193828.01,19159.43,19193.6
0.68,35,2.46,24,30.27,23.23,37.01,6.65,153010.01,19819.84,19851.18
0.68,73,2.46,50,26.8,25.04,2.05,14.26,110505.05,20595.99,20634
0.68,31,2.48,21,21.7,12.03,10.06,5.02,182230.06,19215,19248.4
0.68,37,2.48,25,21.9,1.48,6.05,5.8,201300.05,19878.3,19913.04
0.68,40,2.48,27,32.02,3.39,22.07,5.19,162357.07,19802.9,19840
0.68,30,2.5,20,24.9,18.56,30.01,16.07,153521.01,19125.82,19160.75
0.68,33,2.5,22,26.88,7.1,33.05,4.9,135216.05,20209.9,20240.9
0.68,36,2.5,24,28.6,23.47,108.06,7.04,152901.06,19823.09,19853.68
0.68,66,2.5,44,43.56,6.02,53.05,8.5,135302.05,19072.5,19108.77
0.68,41,2.52,27,54.01,4,22.08,9.01,153216.08,20716.7,20755.05
0.68,29,2.53,19,34.04,10.03,3.4,5.8,223012.4,20508.03,20543.6
0.68,29,2.53,19,30.7,13.67,19.04,9.4,191500.04,18918.99,18953.57
0.68,31,2.55,20,35.04,14.7,13.7,12.02,171820.7,20609.02,20643.01
0.68,31,2.55,20,60.4,7.25,22.03,12.8,184357.03,18896.06,18929.58
0.68,25,2.56,16,37.01,18.07,2.6,12.09,11350.6,19934.07,19971.09
0.68,69,2.6,43,22.8,1.29,81.03,9.9,200010.03,19487.1,19514.2
0.68,36,2.64,22,48.79,8.99,3.03,13.54,610.03,18993.76,19032.25
0.68,38,2.65,23,41,10.98,9.04,8.75,123159.04,19595.47,19633.04
0.68,42,2.68,25,16.77,13.7,24.06,6.9,140709.06,20631.8,20666.8
0.68,33,2.74,19,24.79,13.07,38.02,9.75,145002.02,20508.94,20540.48
0.68,71,2.78,40,32.3,25.05,35.7,8.07,150219.7,20711.08,20746.08
0.68,25,2.79,14,28.07,9.29,15.01,9,182909.01,19202.76,19238.04
0.68,27,2.8,15,39.01,11.8,20.08,12.09,171303.08,20600,20638.8
0.68,27,2.8,15,31.02,20.9,22.06,12,144332.06,19117.9,19151.19
0.68,31,2.82,17,23.2,14.4,10.02,7.37,152455.02,20533.98,20563.58
0.68,48,2.85,26,35.6,19.04,2.07,7.69,102423.07,20694.48,20729.8
0.68,32,2.88,17,37.2,22.45,21.04,11.36,161654.04,19251.7,19288
0.68,32,2.88,17,23.9,7.7,39.05,9.7,144618.05,19280.19,19310.87
0.68,27,2.93,14,25.14,14.65,7.01,12.17,183927.01,20685,20714.98
0.68,28,3,14,38,10.01,39.04,9.06,140418.04,19334.6,19370.26
0.68,30,3,15,30.8,6.37,17.01,7.25,190554.01,18896.4,18925.94
0.68,27,3.08,13,34.09,11.8,3.1,9.9,110339.1,20593.4,20626.08
0.68,27,3.08,13,41.8,8.39,30.06,9.01,170255.06,19322.79,19359.4
0.68,27,3.08,13,34.18,14.68,14.01,4.1,170638.01,19258.12,19296.5
0.68,36,3.12,17,39.56,13.2,14.03,11.68,171508.03,20602.9,20642.01
0.68,28,3.15,13,48.3,6.9,3,6.3,115324,19169.6,19204.9
0.68,52,3.26,23,64.5,3.68,14.03,11.4,165611.03,20487.3,20524.7
0.68,27,3.45,11,38.7,4.86,3.05,8.76,103506.05,19213.36,19252.04
0.68,92,3.49,37,18.2,14.08,3.7,11.01,113811.7,20602.03,20636.05
0.68,25,3.5,10,44,27,9.05,10.76,124455.05,19284.86,19324.8
0.68,45,3.5,18,49,22.63,28.01,11.08,173350.01,20624.45,20667.97
0.68,53,3.52,21,31.03,4.48,10.06,9.89,175758.06,20025.8,20058.9
0.68,58,3.52,23,32.3,2.02,49.05,11.4,141419.05,20464.87,20501.88
0.68,72,3.57,28,28.69,39.58,24.07,9.08,161521.07,19277.59,19315.06
0.68,26,3.6,10,28.2,1.3,2.03,7.89,112954.03,19160.6,19194.5
0.68,34,3.62,13,32,17.95,19.03,8.2,153047.03,20625.94,20658.02
0.68,31,3.82,11,24.69,1.9,22.05,10,150352.05,19158.03,19189.9
0.68,29,3.9,10,33.05,15.4,38.04,8.26,170122.04,19876,19911.15
0.68,29,3.9,10,38.5,14.9,3.06,10.5,205032.06,19235.5,19268.9
0.68,32,3.91,11,40.68,3,47.06,8.5,152519.06,20111.08,20147.7
0.68,38,3.92,13,24.39,11,76.06,8,155706.06,20480.9,20515.04
0.68,27,4,9,27.04,22.86,3.02,10.26,80939.02,19221.95,19256.48
0.68,36,4,12,25.9,6.4,49.07,8.1,143713.07,20134.7,20169.4
0.68,36,4,12,19.7,24.03,32.03,7.05,152709.03,19825.06,19860.09
0.68,25,4.12,8,59.37,23.87,4.01,16.04,90302.01,19168.59,19203.01
0.68,41,4.15,13,45.3,24.6,53.03,14.9,135808.03,20479.6,20525.94
0.68,38,4.17,12,31.75,0.08,69.01,7.42,150616.01,19966.54,19999.43
0.68,35,4.18,11,34.36,12.77,6.02,7.7,111527.02,19575.14,19610.58
0.68,55,4.24,17,24.9,11.8,17.06,4.8,182711.06,19210.97,19245.05
0.68,39,4.25,12,23.03,9.19,24.02,4.55,141918.02,20643.77,20681.88
0.68,39,4.25,12,27.73,0.86,29.02,7.8,190407.02,18511.45,18540.74
0.68,30,4.33,9,27.69,17.02,49.06,9.17,190513.06,20449.68,20485.5
0.68,27,4.38,8,17.7,18.8,2.07,14,101133.07,19932.03,19967.07
0.68,61,4.39,18,31.09,6.2,1.6,11.6,224154.6,20419.07,20456.03
0.68,35,4.5,10,52.5,12.6,3.1,10.05,2630.1,19263.8,19298.05
0.68,32,4.56,9,72.17,12.98,41.02,16.96,151403.02,20597.76,20634.75
0.68,25,4.57,7,29.2,3.65,2.03,13.05,94420.03,19199.96,19233.76
0.68,29,4.62,8,35.3,3.7,41.01,6.63,150824.01,18416.09,18449.58
0.68,41,4.73,11,35.7,1.5,17.06,8.69,172754.06,20442.49,20474.29
0.68,34,4.78,9,31.68,7.07,19.07,4.7,174039.07,19247.07,19285.49
0.68,50,4.85,13,33.87,29.6,63.05,14.9,144521.05,20585.9,20624.18
0.68,27,4.86,7,30.67,20.76,7.03,10.58,74521.03,19230.03,19263.35
0.68,32,5,8,22.78,8.24,8.01,4.33,165630.01,19427.6,19459.69
0.68,41,5.1,10,45.1,16.2,23.4,8.03,153327.4,19469.08,19502.03
0.69,38,1.36,107,19.64,16.4,41.01,12.15,154802.01,19132.34,19172.26
0.69,31,1.42,73,26.5,7.18,32.04,9.17,185239.04,18878.01,18911.2
0.69,36,1.43,83,23.78,7.68,53.01,8.3,141749.01,19410.07,19440.26
0.69,36,1.44,81,27.9,23.7,70.06,10.3,140625.06,20153.04,20191.04
0.69,34,1.47,72,27.8,16.3,3.5,8.2,80517.5,20687,20720.02
0.69,29,1.49,59,21.4,28.7,35.01,20.7,195821.01,19005.43,19044.46
0.69,29,1.5,58,47.4,7.67,117.01,6.77,134043.01,19115.92,19157.48
0.69,108,1.51,211,16.8,7.01,5.02,11.2,105313.02,20392.2,20425.5
0.69,34,1.52,66,18.98,6.03,2.06,7.09,70346.06,20577.09,20608.68
0.69,31,1.53,59,15.6,31.7,39.02,11.66,141105.02,20111.59,20144.76
0.69,25,1.6,42,22.25,21.7,21.02,8.02,164834.02,19246.46,19283.5
0.69,43,1.63,68,21.45,7,29.01,10.63,155719.01,19830.75,19868.5
0.69,31,1.65,48,27,6.01,3.04,14.86,221000.04,20526.77,20559.55
0.69,26,1.68,38,26,13.03,4.2,9.4,111645.2,20596.04,20629.07
0.69,26,1.68,38,25.75,11.4,11.03,11.77,132706.03,19209.07,19240.36
0.69,30,1.7,43,16.05,12.03,28.04,5.8,195706.04,20609.28,20640.88
0.69,32,1.73,44,60.7,8.01,3.07,9.5,74414.07,19778.88,19822.9
0.69,25,1.78,32,28.09,8.05,5.09,5.01,204724.09,19987.04,20020.8
0.69,39,1.83,47,23.9,15.04,1.2,11.03,223600.2,20876.05,20912.1
0.69,36,1.84,43,52.09,11,4.6,16.09,100653.6,19835.02,19875.09
0.69,28,1.85,33,17.65,3.3,13.02,8.37,165043.02,20634.25,20666.56
0.69,34,1.85,40,45.02,3.9,27.06,9.03,191414.06,20008.9,20042.98
0.69,50,1.85,59,27.6,16.1,3.3,8.09,80517.3,20686.8,20720
0.69,37,1.95,39,61.96,15.56,97.05,10.38,134504.05,19297.6,19340.6
0.69,59,1.95,62,20,21.46,24.05,24.4,151444.05,19199.47,19237.5
0.69,25,1.96,26,22.43,3.78,32.01,10.42,135601.01,19893.69,19924.77
0.69,34,1.97,35,27.05,7.7,2.1,14.06,62609.1,20391.06,20430.06
0.69,38,2,38,42.06,21.08,3.9,12.1,220937.9,19909.07,19957.4
0.69,44,2.02,43,57,1.08,4.2,11.8,43127.2,19110,19156.03
0.69,50,2.02,49,20.55,8.9,14.04,12.05,200651.04,19142.5,19180.8
0.69,30,2.03,29,40.08,6.03,1.5,9.05,103747.5,19214.06,19252.06
0.69,27,2.04,26,28.8,13.58,23.01,7.99,191640.01,20459.4,20493.99
0.69,28,2.04,27,64.39,3.66,14.01,11.2,165611.01,20487.19,20524.5
0.69,26,2.08,24,23,18.06,2.06,5.8,114223.06,19595.8,19626.9
0.69,30,2.11,27,26,11.8,4.2,13.9,202222.2,19148.8,19188
0.69,30,2.15,26,62.49,16.87,63.06,16.04,152039.06,19230.03,19268.6
0.69,31,2.24,25,24.09,7.3,2.6,12.02,43921.6,20583,20613.5
0.69,25,2.25,20,43.7,7.68,30.01,7.82,151017.01,20092.18,20128.64
0.69,25,2.25,20,25.4,3.01,4.05,5.59,201923.05,19877.6,19915.02
0.69,30,2.25,24,13.5,13.8,22.06,11.98,184416.06,20686.5,20715.7
0.69,29,2.26,23,31.99,7.08,1.06,10,53358.06,19650.9,19682.3
0.69,27,2.29,21,35.8,16.8,12.06,12.47,175147.06,20591.5,20626.02
